ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
16,Idaho,ID,16055,Kootenai County,16055001902,Census Tract 19.02; Kootenai County; Idaho,63.102857977338,1075,300,1443,204,567,186,95,75,32,22,50,25,31,26,65,42,363,95,67,59,139,64,6,15,0,52,80,412,39,43,67,45,0,18,10,11,0,13,8.9,6.6,5.8,4.6,8.8,3.3,3.2,2.8,6.0,3.9,33.8,11.0,6.2,4.9,12.9,5.8,1.1,2.6,0.0,4.8,7.4,38.3,2.7,3.0,4.6,3.0,0.0,3.2,1.8,2.1,0.0,1.2,0.1429,0.8022,0.0264,0.2154,0.2725,1.4594,0.178,0.9538,0.011,0.4462,0.1121,0.0,1.5231,0.1055,0.1121,0.1121,0.1121,0.5978,0.4879,0.0,0.3956,0.0,1.4813,0.2088,4.5759,0.0857,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,549,82,39,0,13,67,60,0,13,0,13,0,13,13,19,0,13,14.5,8.2,0.0,3.4,6.2,5.2,0.0,3.4,0.0,3.4,0.0,3.4,1.2,1.9,0.0,3.4
16,Idaho,ID,16055,Kootenai County,16055002000,Census Tract 20; Kootenai County; Idaho,95.891399279972,3434,524,2034,225,1321,205,366,220,73,55,213,97,54,54,107,81,694,146,645,223,243,112,26,33,0,52,302,732,0,18,112,73,29,32,25,32,0,13,10.7,6.2,4.7,3.3,16.1,6.9,2.1,2.0,3.1,2.4,20.2,4.8,18.8,5.3,7.1,3.5,1.9,2.5,0.0,1.6,8.8,21.3,0.0,0.9,5.5,3.7,2.2,2.4,1.9,2.5,0.0,0.4,0.2044,0.7011,0.1956,0.1209,0.0835,1.3055,0.1319,0.6967,0.2418,0.1055,0.2374,0.0,1.2814,0.0484,0.1648,0.1648,0.1648,0.0,0.5187,0.5429,0.4132,0.0,1.4748,0.2066,4.2265,0.0637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1716,67,44,0,13,67,49,51,46,0,13,0,13,184,118,0,13,5.1,3.6,0.0,1.1,2.0,1.4,1.5,1.3,0.0,1.1,0.0,1.1,5.4,3.4,0.0,1.1
16,Idaho,ID,16055,Kootenai County,16055940000,Census Tract 9400; Kootenai County; Idaho,156.715507191634,2501,290,2372,168,1045,125,674,173,51,26,252,61,133,44,265,59,686,123,492,124,397,68,50,27,0,52,787,356,3,13,427,63,8,16,29,17,0,13,27.0,6.2,4.9,2.4,24.1,5.1,6.9,2.2,10.6,2.1,27.4,4.1,19.7,3.7,15.9,2.4,4.8,2.5,0.0,2.2,31.5,13.8,0.1,0.5,18.0,2.3,0.8,1.5,2.8,1.6,0.0,0.5,0.7473,0.7231,0.5604,0.5165,0.6088,3.1561,0.7341,0.8923,0.2857,0.6549,0.5802,0.0,2.4131,0.4505,0.8571,0.8571,0.8571,0.3385,0.8703,0.2835,0.5407,0.0,2.033,0.3714,8.4593,0.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2331,194,49,1,3,68,35,24,23,508,148,0,13,170,68,16,18,18.6,4.0,0.0,0.1,2.7,1.4,1.0,0.9,20.3,4.9,0.0,1.5,6.8,2.6,0.6,0.7
16,Idaho,ID,16057,Latah County,16057005101,Census Tract 51.01; Latah County; Idaho,2.982056094286,2493,355,1272,166,1272,166,535,235,59,57,353,155,29,37,161,86,433,144,394,122,374,161,79,47,29,65,595,455,123,77,132,104,22,37,155,101,54,7,21.5,8.9,3.9,3.9,27.8,11.6,1.6,2.0,6.5,3.5,17.4,5.7,15.8,4.1,15.0,6.1,6.2,3.6,1.2,2.7,23.9,17.9,9.7,5.9,10.4,7.6,1.7,2.9,12.2,7.6,2.2,0.4,0.6044,0.6198,0.7121,0.0857,0.3011,2.3231,0.4066,0.578,0.1363,0.5978,0.7011,0.6286,2.6418,0.5956,0.7165,0.7165,0.7165,0.7978,0.6769,0.4484,0.9648,0.8066,3.6945,0.9451,9.3759,0.756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1931,154,89,73,76,257,122,120,103,24,23,0,13,121,93,0,13,12.1,6.8,2.9,3.1,10.3,4.5,4.8,3.9,1.0,1.0,0.0,1.5,4.9,3.8,0.0,1.5
16,Idaho,ID,16057,Latah County,16057005102,Census Tract 51.02; Latah County; Idaho,14.389440070388,4030,470,2378,247,2099,254,1589,332,295,223,863,253,20,22,288,126,380,102,546,122,403,142,29,48,0,52,853,597,990,234,271,88,0,18,178,111,29,4,39.7,6.9,11.8,8.1,41.1,11.0,0.9,1.0,7.2,2.9,9.4,2.4,13.5,2.7,10.1,3.5,1.4,2.3,0.0,1.3,21.2,14.6,41.6,8.8,11.4,3.8,0.0,0.9,8.5,5.5,0.7,0.1,0.9407,0.9802,0.9516,0.0484,0.3604,3.2813,0.7736,0.1231,0.0659,0.2593,0.1538,0.0,0.6021,0.0066,0.6505,0.6505,0.6505,0.9824,0.7121,0.0,0.8923,0.589,3.1758,0.8,7.7097,0.4747,1,1,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,6788,107,66,113,74,351,177,70,36,49,68,11,16,241,203,18,41,5.1,3.2,2.8,1.8,8.7,4.3,1.7,1.0,1.2,1.7,0.3,0.4,6.0,4.7,0.4,1.0
16,Idaho,ID,16057,Latah County,16057005200,Census Tract 52; Latah County; Idaho,30.582376096346,6293,592,2808,195,2658,215,789,322,54,49,473,163,104,79,407,298,1129,162,1513,293,766,210,157,131,3,70,626,795,309,158,91,73,23,42,85,76,133,7,12.7,5.1,1.6,1.5,17.8,6.0,2.3,1.8,6.6,4.5,17.9,3.0,24.0,3.1,12.4,3.2,5.9,4.9,0.0,1.2,9.9,12.6,11.0,5.6,3.2,2.6,0.9,1.6,3.2,2.8,2.1,0.2,0.2879,0.2132,0.2725,0.1429,0.3099,1.2264,0.1099,0.5956,0.4967,0.411,0.6747,0.0,2.178,0.3495,0.2022,0.2022,0.2022,0.8242,0.4286,0.3077,0.5846,0.7956,2.9407,0.6989,6.5473,0.3187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4125,262,108,86,82,34,57,27,32,0,18,63,40,416,216,0,18,9.9,4.0,1.4,1.3,0.5,0.9,0.4,0.5,0.0,0.6,1.0,0.7,6.6,3.2,0.0,0.6
16,Idaho,ID,16057,Latah County,16057005301,Census Tract 53.01; Latah County; Idaho,24.367855525164,2272,281,1053,111,1053,111,362,267,28,29,205,107,0,13,175,198,388,100,568,166,229,126,15,28,0,52,283,462,18,35,100,67,11,29,7,13,0,13,15.9,11.6,2.5,2.6,19.5,10.0,0.0,2.3,7.7,8.9,17.1,4.4,25.0,5.0,10.1,5.5,1.4,2.7,0.0,2.5,12.5,20.3,1.7,3.3,9.5,5.8,1.0,2.8,0.7,1.2,0.0,0.6,0.4022,0.3912,0.356,0.0,0.3824,1.5318,0.1912,0.5604,0.5451,0.2593,0.1538,0.0,1.5186,0.0967,0.3297,0.3297,0.3297,0.5297,0.6549,0.3319,0.1978,0.0,1.7143,0.2769,5.0944,0.1385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1353,34,40,0,13,23,24,143,109,8,11,5,7,104,220,0,13,3.2,3.9,0.0,1.6,1.0,1.1,6.3,4.7,0.4,0.5,0.2,0.3,4.6,9.6,0.0,1.6
16,Idaho,ID,16057,Latah County,16057005302,Census Tract 53.02; Latah County; Idaho,1.023499258904,4977,638,2539,232,2385,263,2000,477,66,58,1177,326,108,74,462,270,434,80,1023,361,522,178,118,75,1,50,621,924,619,175,0,13,66,79,120,82,90,6,40.8,8.2,2.4,2.1,49.4,12.5,3.9,2.6,9.4,5.6,8.7,1.9,20.6,5.3,10.6,3.9,4.9,3.1,0.0,1.1,12.5,18.5,24.4,6.5,0.0,1.5,2.8,3.3,5.0,3.5,1.8,0.3,0.9516,0.3736,0.9846,0.2637,0.5165,3.09,0.7099,0.0967,0.3341,0.2945,0.5956,0.0,1.3209,0.0571,0.3297,0.3297,0.3297,0.9582,0.0,0.622,0.7495,0.7714,3.1011,0.7626,7.8417,0.4989,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,3457,312,137,44,67,267,127,150,107,77,85,0,13,65,62,18,33,13.1,5.8,0.9,1.4,5.4,2.5,3.0,2.2,1.5,1.8,0.0,0.7,1.3,1.3,0.4,0.7
16,Idaho,ID,16057,Latah County,16057005400,Census Tract 54; Latah County; Idaho,23.154346977816,8333,308,1657,203,1488,184,778,189,405,128,430,150,24,23,300,137,392,98,625,186,1116,268,45,42,22,77,1322,489,356,118,288,100,22,36,24,25,5482,96,28.1,6.2,10.0,3.1,28.9,9.4,1.3,1.2,3.6,1.6,4.7,1.1,7.5,2.2,13.4,3.3,3.1,2.8,0.3,0.9,15.9,5.8,21.4,6.6,17.4,6.0,1.5,2.4,1.6,1.6,65.8,2.7,0.7802,0.9604,0.756,0.0681,0.1121,2.6768,0.5385,0.0154,0.0154,0.4879,0.3736,0.3582,1.2505,0.0462,0.4747,0.4747,0.4747,0.9385,0.8615,0.4132,0.3516,0.9978,3.5626,0.9121,7.9646,0.5231,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,3,13209,367,144,150,81,403,177,228,84,74,69,0,18,431,174,36,40,24.7,8.4,1.8,1.0,4.8,2.1,2.7,1.0,0.9,0.8,0.0,0.4,5.2,2.1,0.4,0.5
16,Idaho,ID,16057,Latah County,16057005500,Census Tract 55; Latah County; Idaho,387.84125823532,4084,343,2000,141,1721,153,590,228,105,59,373,122,156,70,544,361,766,180,1019,232,552,140,114,74,0,52,544,510,19,26,320,108,45,43,8,14,15,12,14.6,5.5,5.5,3.1,21.7,6.8,5.2,2.4,13.4,8.4,18.8,4.2,25.0,4.4,13.6,3.3,6.7,4.3,0.0,1.4,13.3,12.4,1.0,1.3,16.0,5.4,2.6,2.5,0.5,0.8,0.4,0.3,0.367,0.7824,0.4549,0.3802,0.767,2.7515,0.5736,0.6308,0.5451,0.5033,0.7407,0.0,2.4199,0.4527,0.3802,0.3802,0.3802,0.4659,0.8374,0.5978,0.1648,0.4967,2.5626,0.5736,8.1142,0.5516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2085,107,46,19,17,366,172,15,18,6,11,3,7,104,51,31,54,6.2,2.7,0.5,0.4,9.0,4.2,0.4,0.4,0.1,0.3,0.1,0.2,2.5,1.3,0.8,1.3
16,Idaho,ID,16057,Latah County,16057005600,Census Tract 56; Latah County; Idaho,361.730288860264,4168,344,1951,171,1801,169,618,211,32,18,239,59,141,40,244,92,1102,185,924,136,463,83,29,17,32,49,254,476,0,18,298,82,38,20,27,19,0,13,14.8,4.9,1.7,1.0,13.3,3.0,4.5,1.3,5.9,2.2,26.4,3.9,22.2,2.4,11.1,1.9,1.6,0.9,0.8,1.2,6.1,11.4,0.0,0.9,15.3,3.9,2.1,1.1,1.5,1.0,0.0,0.3,0.3802,0.244,0.1253,0.3209,0.2637,1.3341,0.1407,0.8769,0.4044,0.3187,0.1934,0.5451,2.3385,0.4154,0.0681,0.0681,0.0681,0.0,0.8264,0.5209,0.3407,0.0,1.688,0.2681,5.4287,0.1758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2633,205,60,0,13,91,52,16,21,8,8,4,7,135,66,0,13,11.4,3.5,0.0,0.9,2.2,1.2,0.4,0.5,0.2,0.2,0.1,0.2,3.2,1.6,0.0,0.9
16,Idaho,ID,16057,Latah County,16057005700,Census Tract 57; Latah County; Idaho,229.795550502776,3222,320,1643,127,1452,125,456,112,33,20,280,64,135,42,190,65,703,129,745,162,437,84,28,13,0,52,223,452,27,27,303,68,37,35,42,20,0,13,14.3,3.2,2.2,1.3,19.3,4.1,5.6,1.7,5.9,2.0,21.8,3.8,23.1,3.4,13.6,2.5,2.0,0.9,0.0,1.7,6.9,14.0,1.6,1.6,18.4,3.9,2.5,2.4,2.9,1.4,0.0,0.4,0.3473,0.3385,0.3473,0.4198,0.2637,1.7166,0.2484,0.7604,0.4352,0.5033,0.2549,0.0,1.9538,0.2286,0.0945,0.0945,0.0945,0.5187,0.8791,0.5802,0.5538,0.0,2.5318,0.5604,6.2967,0.2857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1793,222,68,1,2,51,39,6,6,15,12,2,4,135,73,13,17,15.3,4.6,0.0,0.1,1.6,1.2,0.2,0.2,0.5,0.4,0.1,0.1,4.2,2.2,0.4,0.5
16,Idaho,ID,16059,Lemhi County,16059970100,Census Tract 9701; Lemhi County; Idaho,1986.700251090484,2709,304,1454,154,1076,163,264,133,50,48,267,125,207,106,285,160,749,139,356,105,496,165,32,33,10,51,246,434,0,18,151,102,7,18,14,18,50,17,9.8,4.8,3.7,3.2,24.8,11.0,10.2,4.8,10.7,6.0,27.6,5.0,13.1,3.3,18.7,6.8,3.0,3.0,0.4,2.0,9.1,16.0,0.0,1.2,10.4,6.5,0.7,1.7,1.3,1.7,1.8,0.6,0.1692,0.6,0.6132,0.6901,0.6132,2.6857,0.5407,0.9011,0.0571,0.7956,0.3648,0.4132,2.5318,0.5187,0.1824,0.1824,0.1824,0.0,0.6769,0.2725,0.2967,0.7714,2.0175,0.367,7.4174,0.4264,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1472,65,43,1,3,159,83,0,13,0,13,0,13,52,56,34,55,6.0,4.1,0.0,0.1,5.9,3.0,0.0,1.4,0.0,1.4,0.0,1.4,1.9,2.1,1.3,2.1
16,Idaho,ID,16059,Lemhi County,16059970200,Census Tract 9702; Lemhi County; Idaho,474.923833049772,2329,323,1567,156,1225,193,837,239,57,58,482,158,95,68,74,53,744,161,350,92,495,156,89,65,10,52,168,459,24,30,229,127,59,52,142,111,133,18,37.6,9.2,6.6,6.6,39.3,11.3,5.3,3.6,3.2,2.3,31.9,6.5,15.0,3.3,21.7,5.9,7.2,5.2,0.5,2.3,7.2,19.7,1.5,1.9,14.6,7.5,4.8,4.2,11.6,8.5,5.7,1.1,0.9253,0.844,0.9385,0.389,0.0879,3.1847,0.7429,0.9429,0.1055,0.9055,0.7934,0.4505,3.1978,0.8703,0.1077,0.1077,0.1077,0.5077,0.8066,0.8066,0.9538,0.9165,3.9912,0.9758,10.4814,0.8857,1,0,1,0,0,2,1,0,1,0,0,2,0,0,0,0,0,1,1,2,6,4191,321,183,0,13,31,29,0,13,12,19,0,13,125,77,0,13,26.2,12.7,0.0,1.6,1.3,1.2,0.0,1.6,0.5,0.8,0.0,1.6,5.4,3.3,0.0,1.6
16,Idaho,ID,16059,Lemhi County,16059970300,Census Tract 9703; Lemhi County; Idaho,2102.068570779782,3005,289,1588,129,1027,132,407,143,4,7,214,105,198,105,189,122,958,183,665,108,649,219,16,18,24,55,215,418,0,18,357,107,9,13,10,10,55,5,13.7,4.6,0.3,0.6,20.8,9.9,9.0,4.6,6.3,4.2,31.9,4.5,22.1,3.0,21.7,6.4,1.6,1.7,0.8,1.9,7.2,13.9,0.0,1.1,22.5,6.2,0.9,1.3,1.0,1.0,1.8,0.2,0.3253,0.0659,0.4176,0.6418,0.2857,1.7363,0.2549,0.9429,0.3978,0.9055,0.1934,0.5451,2.9847,0.767,0.1077,0.1077,0.1077,0.0,0.9473,0.3077,0.2374,0.7714,2.2638,0.4571,7.0925,0.3956,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,1,3,1468,109,65,0,13,96,83,3,5,19,31,4,7,82,61,11,20,10.6,6.0,0.0,1.2,3.2,2.8,0.1,0.2,0.6,1.0,0.1,0.2,2.7,2.0,0.4,0.7
16,Idaho,ID,16061,Lewis County,16061940001,Census Tract 9400.01; Lewis County; Idaho,24.40435683604,1599,101,834,47,732,58,602,101,28,21,241,65,157,37,199,57,450,58,352,55,425,73,25,16,21,51,416,135,16,19,159,34,19,17,48,22,1,3,37.7,5.9,4.9,3.6,32.9,8.5,13.7,3.2,12.4,3.6,28.1,3.4,22.0,2.9,26.6,4.6,3.4,2.2,1.4,3.4,26.0,8.3,1.9,2.3,19.1,4.3,2.5,2.3,6.6,2.9,0.1,0.2,0.9275,0.7231,0.8418,0.8088,0.7077,4.0089,0.9451,0.9143,0.3868,0.9846,0.4154,0.6571,3.3582,0.9231,0.7582,0.7582,0.7582,0.5451,0.8989,0.5802,0.833,0.3275,3.1847,0.8022,11.31,0.9495,1,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,3,2189,181,53,18,29,122,32,26,13,60,38,0,13,142,49,48,45,24.7,6.8,1.1,1.8,7.6,1.9,1.6,0.8,3.8,2.3,0.0,2.3,8.9,2.9,3.0,2.8
16,Idaho,ID,16061,Lewis County,16061940002,Census Tract 9400.02; Lewis County; Idaho,365.678400343996,1984,104,947,44,813,44,485,79,24,13,185,40,103,31,172,52,540,56,455,57,439,44,21,14,36,52,286,134,0,18,111,26,13,16,24,14,64,17,24.8,3.8,3.0,1.6,22.8,4.8,7.2,2.1,8.8,2.6,27.2,2.9,22.9,2.3,22.4,2.3,2.5,1.7,1.9,2.8,14.4,6.7,0.0,1.9,11.7,2.6,1.6,2.0,3.0,1.7,3.2,0.8,0.6967,0.4813,0.5121,0.5516,0.4769,2.7186,0.556,0.8879,0.4286,0.9275,0.3121,0.7319,3.288,0.9033,0.4176,0.4176,0.4176,0.0,0.7341,0.422,0.5692,0.8571,2.5824,0.5846,9.0066,0.6923,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1710,161,27,49,39,72,32,9,10,30,18,0,13,125,41,1,2,19.8,3.1,2.5,2.0,3.6,1.6,0.5,0.5,1.5,0.9,0.0,1.9,6.3,2.0,0.1,0.1
16,Idaho,ID,16061,Lewis County,16061950300,Census Tract 9503; Lewis County; Idaho,88.738533859884,47,36,30,19,21,16,23,33,6,8,0,26,4,5,6,8,23,33,0,13,18,20,0,18,0,52,0,50,0,18,12,13,0,18,0,13,0,13,48.9,59.4,33.3,36.6,0.0,100.0,8.5,12.5,12.8,19.9,48.9,42.8,0.0,46.5,38.3,21.0,0.0,85.7,0.0,100.0,0.0,100.0,0.0,60.0,40.0,35.0,0.0,85.7,0.0,69.5,0.0,27.7,0.9824,1.0,0.0,0.6132,0.7275,3.3231,0.7868,1.0,0.0,1.0,0.0,0.0,2.0,0.2593,0.0,0.0,0.0,0.0,0.9956,0.0,0.0,0.0,0.9956,0.1209,6.3187,0.2901,1,1,0,0,0,2,1,0,1,0,0,2,0,0,0,1,0,0,0,1,5,5,7,5,0,13,0,13,0,13,0,13,0,13,0,13,0,13,33.3,32.3,0.0,46.5,0.0,46.5,0.0,46.5,0.0,46.5,0.0,46.5,0.0,46.5,0.0,46.5
16,Idaho,ID,16063,Lincoln County,16063950100,Census Tract 9501; Lincoln County; Idaho,1201.363132101612,5203,0,1952,33,1846,56,1254,250,152,67,352,81,629,108,876,145,747,42,1385,21,682,108,104,45,272,112,1872,30,3,18,462,89,77,38,13,11,68,5,24.5,4.9,5.6,2.5,19.1,4.3,18.4,3.2,17.1,2.8,14.4,0.8,26.6,0.4,13.3,2.1,5.6,2.4,5.6,2.3,36.0,0.6,0.2,0.9,23.7,4.5,4.2,2.1,0.7,0.6,1.3,0.1,0.6857,0.7868,0.3341,0.9209,0.8835,3.611,0.8659,0.3868,0.6396,0.4813,0.6396,0.9099,3.0572,0.8088,0.8945,0.8945,0.8945,0.3495,0.956,0.7429,0.1978,0.7231,2.9693,0.7143,10.532,0.8945,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,3,4191,339,84,25,26,1655,0,20,13,36,15,0,18,128,39,8,10,18.4,4.5,0.5,0.5,31.8,0.0,0.4,0.2,0.7,0.3,0.0,0.7,2.5,0.7,0.2,0.2
16,Idaho,ID,16065,Madison County,16065950101,Census Tract 9501.01; Madison County; Idaho,62.206782030984,2187,355,746,112,632,115,287,212,27,36,100,69,51,51,227,145,345,67,739,197,152,74,20,20,0,52,155,473,0,18,107,83,8,19,11,17,0,13,13.1,9.5,2.7,3.5,15.8,10.5,3.8,3.6,10.4,6.2,15.8,3.5,33.8,5.7,7.0,3.4,3.2,3.1,0.0,2.6,7.1,21.6,0.0,2.4,14.3,10.8,1.3,3.0,1.7,2.7,0.0,0.6,0.3033,0.4198,0.1824,0.2593,0.5978,1.7626,0.2681,0.4769,0.9385,0.0989,0.3868,0.0,1.9011,0.2154,0.1033,0.1033,0.1033,0.0,0.7956,0.378,0.3736,0.0,1.5472,0.222,5.3142,0.1604,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1393,54,44,0,13,102,129,0,13,0,13,0,13,53,69,0,13,8.5,7.0,0.0,1.7,4.7,5.6,0.0,1.7,0.0,1.7,0.0,1.7,2.4,3.1,0.0,1.7
16,Idaho,ID,16065,Madison County,16065950102,Census Tract 9501.02; Madison County; Idaho,23.18949075406,2882,468,823,129,761,120,489,188,44,41,161,104,35,43,78,46,290,87,1099,247,171,72,4,6,47,73,477,654,0,18,113,102,46,33,20,19,2,2,17.0,5.9,3.3,3.1,21.2,13.3,2.2,2.8,2.7,1.6,10.1,3.4,38.1,5.0,5.9,2.7,0.6,0.8,1.8,2.8,16.6,22.5,0.0,2.2,13.7,11.0,6.0,4.2,2.6,2.5,0.1,0.1,0.4374,0.5363,0.4418,0.1407,0.0703,1.6265,0.2198,0.1538,0.9868,0.0527,0.0879,0.7209,2.0021,0.2637,0.4923,0.4923,0.4923,0.0,0.7714,0.8571,0.5011,0.3275,2.4571,0.5385,6.578,0.3231,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3408,67,39,86,85,195,168,14,17,12,19,42,62,128,146,0,13,8.8,5.3,3.0,2.8,6.8,5.8,0.5,0.6,0.4,0.6,1.5,2.2,4.4,4.9,0.0,1.3
16,Idaho,ID,16065,Madison County,16065950103,Census Tract 9501.03; Madison County; Idaho,10.842788952012,2095,775,592,109,505,137,507,482,262,341,170,102,35,36,87,104,192,100,701,384,149,109,0,18,0,52,84,1058,198,112,19,21,54,59,0,13,158,6,26.2,22.6,26.8,24.7,33.7,18.0,4.0,4.1,4.2,4.2,9.2,6.0,33.5,11.1,7.1,5.3,0.0,3.6,0.0,2.8,4.0,50.5,33.4,17.9,3.2,3.7,10.7,11.3,0.0,7.2,7.5,2.8,0.7297,0.9978,0.8593,0.2725,0.1429,3.0022,0.6901,0.1143,0.9319,0.1055,0.0,0.0,1.1517,0.0374,0.033,0.033,0.033,0.9714,0.4286,0.967,0.0,0.9297,3.2967,0.844,7.4836,0.4352,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,3,5,3457,45,35,0,13,84,86,0,13,0,13,0,13,0,13,0,13,8.9,7.4,0.0,1.8,4.0,3.4,0.0,1.8,0.0,1.8,0.0,1.8,0.0,1.8,0.0,1.8
16,Idaho,ID,16065,Madison County,16065950200,Census Tract 9502; Madison County; Idaho,1.702579703626,4995,1086,1594,289,1443,299,2331,861,309,243,610,176,74,60,406,280,336,81,849,220,683,315,27,22,9,48,761,1439,663,241,116,73,182,119,75,40,354,20,50.2,14.4,12.1,8.0,42.3,8.5,3.9,3.1,8.3,5.2,6.7,2.0,17.0,4.2,14.0,5.6,1.9,1.5,0.2,1.0,15.2,28.6,41.5,13.1,7.3,4.4,12.6,7.8,5.2,3.0,7.1,1.6,0.9846,0.9868,0.9582,0.2637,0.4352,3.6285,0.8747,0.0396,0.1956,0.5275,0.2374,0.3099,1.31,0.0549,0.4484,0.4484,0.4484,0.9802,0.5912,0.9846,0.7582,0.9275,4.2417,0.989,9.6286,0.7868,1,1,1,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,1,3,6,7375,292,140,42,66,435,308,46,45,0,13,0,13,238,150,0,13,20.2,8.8,0.8,1.3,8.7,5.4,0.9,0.9,0.0,0.7,0.0,0.7,4.8,2.8,0.0,0.7
16,Idaho,ID,16065,Madison County,16065950301,Census Tract 9503.01; Madison County; Idaho,0.37182201753,7491,1447,1373,312,1002,348,4074,1275,562,506,277,133,32,39,289,168,56,52,523,417,316,175,4,19,36,81,1674,1918,729,304,7,12,241,185,67,72,2415,83,80.6,10.6,11.5,8.5,27.6,9.2,2.1,2.8,3.9,2.0,0.7,0.7,7.0,5.2,4.2,2.2,0.4,1.9,0.5,1.1,22.3,25.2,53.1,18.6,0.5,0.8,24.1,16.5,6.7,7.1,32.2,6.3,1.0,0.9758,0.7099,0.1209,0.1297,2.9363,0.6615,0.0022,0.0132,0.011,0.0769,0.4505,0.5538,0.0,0.6769,0.6769,0.6769,0.9912,0.2615,0.9978,0.8374,0.9912,4.0791,0.978,8.2461,0.5736,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,3,5,9553,436,195,71,82,1135,365,323,178,0,18,0,18,87,76,58,74,43.5,17.1,0.9,1.1,15.2,4.2,4.3,2.3,0.0,0.5,0.0,0.5,1.2,1.0,0.8,1.0
