ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
11,District of Columbia,DC,11001,District of Columbia,11001009204,Census Tract 92.04; District of Columbia; District of Columbia,0.11909895343,3373,479,1641,180,1565,177,1460,481,126,75,774,246,409,171,179,126,590,199,1134,338,666,223,284,143,370,251,3054,496,1101,211,0,14,64,53,672,147,0,14,43.3,12.9,8.9,5.4,49.5,14.7,19.7,7.6,5.3,3.6,17.5,6.5,33.6,7.1,19.7,6.1,18.1,8.9,12.3,8.1,90.5,7.1,67.1,10.5,0.0,2.7,4.1,3.4,42.9,10.2,0.0,0.4,0.878,0.6634,0.9212,0.9561,0.8098,4.2285,0.931,0.7659,0.9512,0.8976,0.8966,0.9805,4.4918,1.0,0.7268,0.7268,0.7268,0.734,0.0,0.7094,0.6749,0.0,2.1183,0.6108,11.5654,0.9754,0,0,1,1,0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,4,3392,542,162,2358,447,628,323,25,31,17,29,0,14,26,28,0,14,34.6,9.7,69.9,9.0,18.6,8.9,0.7,0.9,0.5,0.8,0.0,1.3,0.8,0.8,0.0,1.3
11,District of Columbia,DC,11001,District of Columbia,11001009301,Census Tract 93.01; District of Columbia; District of Columbia,0.428222253282,3505,486,1553,321,1524,319,331,174,35,45,176,88,50,51,105,76,503,109,614,153,322,155,14,26,0,56,2100,672,164,94,0,14,9,20,177,95,145,16,9.4,4.8,1.7,2.1,11.5,5.2,1.9,1.9,3.0,2.1,14.4,3.5,17.5,3.3,9.2,4.5,0.9,1.7,0.0,1.7,59.9,17.3,10.5,5.7,0.0,2.9,0.6,1.3,11.6,6.5,4.1,0.7,0.2878,0.1707,0.1281,0.2537,0.5561,1.3964,0.2069,0.678,0.4976,0.439,0.2069,0.0,1.8215,0.2709,0.5073,0.5073,0.5073,0.1232,0.0,0.2069,0.069,0.8146,1.2137,0.1527,4.9389,0.1576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3711,108,64,1468,407,224,205,154,92,0,14,0,14,254,212,0,14,7.1,4.4,41.9,11.3,6.4,5.8,4.4,2.6,0.0,1.3,0.0,1.3,7.2,5.8,0.0,1.3
11,District of Columbia,DC,11001,District of Columbia,11001009302,Census Tract 93.02; District of Columbia; District of Columbia,0.15131530431,1762,267,1005,144,962,160,350,141,65,55,287,120,122,79,153,129,90,44,305,123,135,88,38,33,50,86,1248,289,452,97,0,14,8,18,274,103,8,3,19.9,7.4,5.1,4.1,29.8,11.4,8.8,5.7,8.7,6.7,5.1,2.7,17.3,6.1,7.7,5.0,3.9,3.4,3.0,5.2,70.8,12.4,45.0,7.2,0.0,4.4,0.8,1.9,28.5,9.8,0.5,0.2,0.6098,0.4829,0.6355,0.6878,0.9415,3.3575,0.7094,0.1317,0.4927,0.3561,0.5222,0.8049,2.3076,0.4039,0.5902,0.5902,0.5902,0.5517,0.0,0.2512,0.3842,0.3415,1.5286,0.2463,7.7839,0.5665,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,107,100,812,203,346,229,21,18,9,12,0,14,60,43,0,14,11.1,10.1,46.1,10.7,19.6,11.1,1.2,1.0,0.5,0.7,0.0,2.5,3.4,2.5,0.0,2.5
11,District of Columbia,DC,11001,District of Columbia,11001009400,Census Tract 94; District of Columbia; District of Columbia,0.611153905964,4889,722,1892,220,1807,235,587,363,223,116,357,146,279,163,181,112,999,211,1098,283,646,226,46,46,41,59,3688,933,110,125,0,14,29,38,284,173,102,4,12.1,7.2,8.5,4.6,19.8,7.7,7.7,4.0,3.7,2.4,20.4,4.9,22.5,4.1,13.2,4.1,2.5,2.5,0.9,1.3,75.4,15.5,5.8,6.6,0.0,2.3,1.6,2.1,15.7,8.8,2.1,0.3,0.3854,0.6488,0.3892,0.6293,0.6585,2.7112,0.5813,0.839,0.6732,0.7024,0.3941,0.5317,3.1404,0.7488,0.6293,0.6293,0.6293,0.0837,0.0,0.4236,0.133,0.6732,1.3135,0.1773,7.7944,0.5714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2624,216,102,3089,593,192,113,92,87,21,33,0,14,171,101,123,130,12.0,5.8,63.2,10.3,3.9,2.3,1.9,1.8,0.4,0.7,0.0,0.9,3.5,2.2,2.5,2.6
11,District of Columbia,DC,11001,District of Columbia,11001009503,Census Tract 95.03; District of Columbia; District of Columbia,0.549658282118,3058,536,1252,173,1100,188,546,269,89,79,183,148,107,85,102,71,698,152,743,267,292,109,61,75,31,56,2392,566,0,19,0,14,0,19,15,20,169,6,18.0,8.3,6.1,5.5,16.6,13.2,5.2,4.0,3.4,2.5,22.8,5.8,24.3,5.3,9.6,3.1,5.5,6.8,1.1,1.9,78.2,12.4,0.0,1.5,0.0,3.5,0.0,1.7,1.4,1.8,5.5,1.0,0.5756,0.5317,0.3103,0.4829,0.6195,2.52,0.5369,0.9073,0.7415,0.4878,0.601,0.5854,3.323,0.8276,0.6634,0.6634,0.6634,0.0,0.0,0.0,0.0197,0.8585,0.8782,0.0591,7.3846,0.5222,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1424,13,20,2186,533,98,89,68,66,0,14,0,14,40,36,0,14,1.2,1.8,71.5,5.6,3.2,3.0,2.2,2.2,0.0,1.5,0.0,1.5,1.3,1.2,0.0,1.5
11,District of Columbia,DC,11001,District of Columbia,11001009504,Census Tract 95.04; District of Columbia; District of Columbia,0.398908231136,3200,397,1259,138,1197,147,452,177,222,203,303,129,115,90,13,19,819,183,380,162,402,121,0,19,194,171,2238,446,54,33,0,14,17,26,129,68,326,10,15.2,5.6,12.7,10.7,25.3,10.3,4.4,3.4,0.4,0.7,25.6,4.7,11.9,4.5,13.5,4.2,0.0,1.6,6.4,5.6,69.9,10.9,4.3,2.6,0.0,3.5,1.4,2.2,10.8,5.7,10.2,1.3,0.4878,0.7854,0.5271,0.4293,0.0976,2.3272,0.4926,0.9463,0.322,0.7073,0.0,0.9073,2.8829,0.6059,0.5805,0.5805,0.5805,0.0542,0.0,0.3892,0.0591,0.922,1.4245,0.2167,7.2151,0.5074,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,1,3,5803,68,49,1563,280,213,141,347,278,0,14,0,14,53,55,62,79,5.7,4.0,48.8,7.2,6.7,4.3,10.8,8.2,0.0,1.4,0.0,1.4,1.7,1.8,1.9,2.5
11,District of Columbia,DC,11001,District of Columbia,11001009505,Census Tract 95.05; District of Columbia; District of Columbia,0.398923675216,4286,613,1991,363,1820,349,279,153,182,147,455,351,176,138,114,130,586,122,936,224,657,184,57,56,3,56,3853,633,552,345,0,14,11,24,326,167,62,8,6.5,3.5,7.3,5.7,25.0,18.7,5.5,4.2,2.7,2.9,13.7,2.7,21.8,4.1,15.3,4.0,3.1,3.0,0.1,1.3,89.9,7.3,27.7,16.6,0.0,2.2,0.6,1.3,17.9,8.9,1.4,0.3,0.1659,0.5951,0.5172,0.5024,0.4976,2.2782,0.4877,0.6439,0.639,0.8146,0.4581,0.278,2.8336,0.5961,0.722,0.722,0.722,0.33,0.0,0.2069,0.1773,0.5512,1.2654,0.1626,7.0992,0.4926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3449,169,111,3594,581,53,56,70,60,0,14,0,14,136,118,0,14,9.3,6.0,83.9,4.8,1.2,1.3,1.6,1.4,0.0,1.0,0.0,1.0,3.2,2.6,0.0,1.0
11,District of Columbia,DC,11001,District of Columbia,11001009507,Census Tract 95.07; District of Columbia; District of Columbia,0.11401205958,1650,327,631,136,598,136,279,271,49,48,150,135,79,62,18,26,266,54,409,94,151,55,7,20,43,69,1494,337,22,27,0,14,37,18,79,45,0,14,16.9,16.1,6.0,6.0,25.1,21.8,6.7,5.2,1.1,1.6,16.1,3.5,24.8,3.0,9.2,3.5,1.2,3.3,2.9,4.7,90.5,9.8,3.5,4.2,0.0,6.9,6.2,2.7,13.2,7.8,0.0,0.8,0.5659,0.5268,0.5222,0.5561,0.2195,2.3905,0.5123,0.7268,0.7561,0.439,0.2365,0.8,2.9584,0.6601,0.7268,0.7268,0.7268,0.0394,0.0,0.8276,0.0837,0.0,0.9507,0.069,7.0264,0.4729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,98,39,1199,315,236,96,17,20,0,14,0,14,42,42,0,14,16.4,7.4,72.7,5.9,14.3,5.9,1.0,1.2,0.0,2.7,0.0,2.7,2.5,2.4,0.0,2.7
11,District of Columbia,DC,11001,District of Columbia,11001009508,Census Tract 95.08; District of Columbia; District of Columbia,0.371511977624,3908,832,2095,239,1827,240,507,198,198,144,476,168,131,79,4,6,715,234,927,352,668,193,50,50,52,69,3722,836,1169,217,0,14,13,17,555,191,13,5,13.0,4.3,10.7,7.4,26.1,8.5,4.5,3.0,0.1,0.2,18.3,3.7,23.7,4.9,17.1,5.7,2.7,2.7,1.4,1.8,95.2,6.8,55.8,8.2,0.0,2.1,0.7,0.9,30.4,9.4,0.3,0.1,0.4244,0.7366,0.5369,0.439,0.0732,2.2101,0.4631,0.8049,0.7317,0.8488,0.4187,0.6585,3.4626,0.8867,0.8,0.8,0.8,0.6404,0.0,0.2315,0.4187,0.2829,1.5735,0.2808,8.0462,0.5961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2699,179,115,2971,819,434,200,83,79,0,14,0,14,215,144,19,41,9.8,6.3,76.0,6.5,11.1,5.8,2.1,2.1,0.0,1.1,0.0,1.1,5.5,3.7,0.5,1.1
11,District of Columbia,DC,11001,District of Columbia,11001009509,Census Tract 95.09; District of Columbia; District of Columbia,0.250521510496,3148,495,1384,189,1359,191,139,72,75,71,91,63,180,91,129,84,563,102,593,230,489,121,50,55,26,61,2595,530,0,19,0,14,27,26,294,99,0,14,4.4,2.2,4.2,3.8,6.7,4.5,7.4,3.9,4.1,2.7,17.9,4.0,18.8,5.3,15.5,4.1,3.7,4.0,0.9,2.1,82.4,10.8,0.0,1.4,0.0,3.2,2.0,1.9,21.6,7.5,0.0,0.4,0.0732,0.4195,0.0493,0.6098,0.7171,1.8689,0.335,0.7854,0.5561,0.8195,0.5172,0.5317,3.2099,0.7833,0.6829,0.6829,0.6829,0.0,0.0,0.468,0.2266,0.0,0.6946,0.0345,6.4563,0.3793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904,104,54,2142,471,340,143,48,40,0,14,0,14,15,26,50,78,7.7,4.2,68.0,7.0,10.8,4.8,1.5,1.3,0.0,1.4,0.0,1.4,0.5,0.8,1.6,2.4
11,District of Columbia,DC,11001,District of Columbia,11001009510,Census Tract 95.10; District of Columbia; District of Columbia,0.32490869402,4918,1012,2026,254,1913,265,1990,683,83,73,1007,270,446,227,537,231,505,332,1572,512,603,218,218,114,387,227,4590,1037,1181,197,0,14,165,110,661,167,23,3,40.5,11.1,3.8,3.4,52.6,12.1,15.2,7.6,10.9,5.0,10.3,5.3,32.0,5.7,12.3,4.2,11.4,5.7,9.0,4.9,93.3,8.7,58.3,6.4,0.0,2.2,8.6,5.6,34.6,8.0,0.5,0.1,0.8585,0.3951,0.9409,0.8683,0.9756,4.0384,0.8768,0.4341,0.922,0.6537,0.803,0.9561,3.7689,0.9754,0.7756,0.7756,0.7756,0.6552,0.0,0.8719,0.532,0.3415,2.4006,0.7389,10.9835,0.931,0,0,1,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,4,1718,313,123,2976,1072,1340,578,30,32,0,14,0,14,244,146,0,14,16.4,6.8,60.5,13.8,27.2,12.0,0.6,0.7,0.0,0.9,0.0,0.9,5.0,2.9,0.0,0.9
11,District of Columbia,DC,11001,District of Columbia,11001009511,Census Tract 95.11; District of Columbia; District of Columbia,0.277788033736,1211,45,0,14,0,14,121,6,42,29,0,28,7,18,32,47,70,86,10,10,69,37,0,19,5,55,470,115,0,19,0,14,0,19,0,14,1211,45,100.0,0.0,11.6,8.1,-999.0,-999.0,3.7,9.6,2.7,4.0,5.8,7.1,0.8,0.8,5.9,3.2,-999.0,-999.0,0.4,4.5,38.8,9.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,100.0,0.0,1.0,0.7659,-999.0,0.3951,0.4976,-999.0,-999.0,0.1707,0.0439,0.1805,-999.0,0.3512,-999.0,-999.0,0.2878,0.2878,0.2878,-999.0,-999.0,-999.0,-999.0,0.9951,-999.0,-999.0,-999.0,-999.0,1,0,-999,0,0,-999,0,0,0,-999,0,-999,0,0,-999,-999,-999,-999,1,-999,-999,8789,0,14,144,64,179,62,110,64,3,8,0,14,34,24,0,14,-999.0,-999.0,11.9,5.3,14.8,5.1,9.1,5.3,0.2,0.7,0.0,3.6,2.8,2.0,0.0,3.6
11,District of Columbia,DC,11001,District of Columbia,11001009601,Census Tract 96.01; District of Columbia; District of Columbia,0.735625468724,2035,478,934,133,823,142,818,437,320,142,415,191,155,101,173,161,199,82,512,287,330,151,235,137,15,58,1996,478,178,87,29,35,38,63,319,141,55,6,40.3,19.3,30.7,9.6,50.4,21.5,12.7,7.8,8.5,8.6,9.8,3.9,25.2,9.2,16.3,6.8,28.6,15.9,0.8,3.0,98.1,4.6,19.1,8.9,3.1,3.8,4.6,7.6,38.8,13.4,2.7,0.7,0.8537,0.9854,0.9261,0.8049,0.9317,4.5018,0.9901,0.4,0.7902,0.839,0.9655,0.4683,3.463,0.8916,0.8927,0.8927,0.8927,0.2266,1.0,0.7488,0.601,0.722,3.2984,0.9458,12.1559,0.9951,0,1,1,0,1,3,0,0,0,1,0,1,0,0,0,1,0,0,0,1,5,1072,156,137,1879,476,80,82,10,17,0,14,0,14,27,20,0,14,19.0,14.8,92.3,4.8,3.9,4.1,0.5,0.8,0.0,2.2,0.0,2.2,1.3,1.0,0.0,2.2
11,District of Columbia,DC,11001,District of Columbia,11001009602,Census Tract 96.02; District of Columbia; District of Columbia,0.504522958318,5144,813,2325,204,2228,222,2925,767,415,198,1201,317,520,182,232,150,375,113,1693,577,957,282,430,214,0,80,5086,815,932,232,0,20,198,123,1144,231,0,20,57.2,12.0,18.4,8.7,53.9,13.2,16.5,5.7,4.5,2.6,7.3,2.4,32.9,7.4,18.6,5.5,19.3,9.4,0.0,1.8,98.9,2.6,40.1,9.3,0.0,1.9,8.9,5.4,51.3,8.5,0.0,0.4,0.9659,0.9073,0.9507,0.9073,0.7561,4.4873,0.9803,0.2488,0.9415,0.878,0.9113,0.0,2.9796,0.67,0.9366,0.9366,0.9366,0.4729,0.0,0.8867,0.798,0.0,2.1576,0.6355,10.5611,0.8719,1,1,1,1,0,4,0,1,0,1,0,2,1,1,0,0,0,0,0,0,7,2305,395,180,4522,820,332,315,5,11,0,20,0,20,227,216,0,20,17.7,8.0,87.9,7.7,6.5,6.0,0.1,0.2,0.0,0.9,0.0,0.9,4.4,4.1,0.0,0.9
11,District of Columbia,DC,11001,District of Columbia,11001009603,Census Tract 96.03; District of Columbia; District of Columbia,0.2345183548,4025,584,2041,192,1992,198,1451,448,396,235,887,242,337,166,172,188,720,275,770,279,801,248,296,136,0,56,4013,584,726,218,0,14,64,71,757,194,38,4,36.0,9.8,18.3,9.4,44.5,11.3,12.1,5.8,4.3,4.6,17.9,5.9,19.1,6.3,19.9,6.7,14.9,6.7,0.0,1.4,99.7,1.1,35.5,10.1,0.0,2.2,3.2,3.6,38.0,9.2,0.9,0.2,0.8,0.9024,0.8768,0.7854,0.7268,4.0914,0.9015,0.7854,0.5756,0.9073,0.8522,0.0,3.1205,0.7389,0.9707,0.9707,0.9707,0.4335,0.0,0.5961,0.5813,0.478,2.0889,0.5862,10.2715,0.8522,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,3,2786,588,240,3776,560,64,64,16,26,0,14,0,14,37,38,120,196,29.5,10.7,93.8,5.0,1.6,1.6,0.4,0.7,0.0,1.1,0.0,1.1,0.9,1.0,3.0,4.7
11,District of Columbia,DC,11001,District of Columbia,11001009604,Census Tract 96.04; District of Columbia; District of Columbia,0.194356410862,2288,543,948,78,909,79,325,155,183,96,245,100,162,54,136,130,343,48,512,272,312,119,70,55,37,65,2212,544,73,46,0,14,32,36,209,72,31,4,14.2,5.9,14.0,5.6,27.0,10.7,9.9,3.7,6.0,6.4,15.0,4.1,22.4,7.2,13.8,5.3,7.7,6.0,1.8,3.2,96.7,6.2,7.7,4.8,0.0,4.6,3.5,3.9,23.0,7.5,1.4,0.4,0.4634,0.8098,0.5517,0.7073,0.8585,3.3907,0.7241,0.6878,0.6585,0.722,0.6749,0.6927,3.4359,0.8818,0.8341,0.8341,0.8341,0.1084,0.0,0.6355,0.2611,0.5512,1.5562,0.2562,9.2169,0.7241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,165,52,1972,543,210,93,0,14,0,14,0,14,19,21,11,17,18.2,5.9,86.2,5.2,9.2,4.3,0.0,1.9,0.0,1.9,0.0,1.9,0.8,1.0,0.5,0.7
11,District of Columbia,DC,11001,District of Columbia,11001009700,Census Tract 97; District of Columbia; District of Columbia,0.155618797202,3830,888,1925,533,1788,533,1589,652,297,154,689,373,334,329,135,105,713,373,949,470,607,348,201,133,0,56,3787,889,946,380,0,14,54,60,426,164,171,12,41.5,14.0,17.3,9.3,38.5,17.4,14.0,12.4,3.5,3.0,18.6,9.7,24.8,8.8,15.8,8.9,11.3,6.6,0.0,1.6,98.9,3.6,49.1,14.3,0.0,2.3,3.0,3.2,23.8,11.5,4.5,1.1,0.8683,0.8878,0.8079,0.8293,0.6244,4.0177,0.8719,0.8146,0.7561,0.8293,0.7931,0.0,3.1931,0.7783,0.9366,0.9366,0.9366,0.5813,0.0,0.5517,0.2759,0.8293,2.2382,0.665,10.3856,0.8621,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1245,538,353,3706,865,81,130,0,14,0,14,0,14,0,14,0,14,30.1,17.7,96.8,3.6,2.1,3.3,0.0,1.2,0.0,1.2,0.0,1.2,0.0,1.2,0.0,1.2
11,District of Columbia,DC,11001,District of Columbia,11001009801,Census Tract 98.01; District of Columbia; District of Columbia,0.166558225168,1814,505,1216,327,1107,344,820,400,100,75,430,145,426,291,32,45,572,299,427,179,726,362,159,73,11,56,1784,505,640,330,0,14,26,37,572,312,4,2,45.2,18.1,15.7,9.2,38.8,5.1,34.3,15.4,1.8,2.4,31.5,11.2,23.5,7.2,40.0,12.8,14.4,4.8,0.7,3.3,98.3,5.1,52.6,23.2,0.0,3.6,2.3,3.3,51.7,14.9,0.2,0.1,0.9073,0.8585,0.8128,0.9951,0.3561,3.9298,0.8522,0.9854,0.7122,1.0,0.8473,0.4439,3.9888,0.9901,0.9073,0.9073,0.9073,0.6108,0.0,0.4828,0.8128,0.2439,2.1503,0.6305,10.9762,0.9261,1,0,0,1,0,2,1,0,1,0,0,2,1,1,0,0,0,0,0,0,5,1528,489,300,1634,498,83,55,0,14,22,33,0,14,45,71,0,14,44.2,15.7,90.1,6.2,4.6,3.2,0.0,2.4,1.2,1.9,0.0,2.4,2.5,3.8,0.0,2.4
11,District of Columbia,DC,11001,District of Columbia,11001009802,Census Tract 98.02; District of Columbia; District of Columbia,0.07750804599,1991,481,946,224,836,220,856,275,188,101,265,77,156,71,42,39,418,224,605,284,446,204,88,47,0,56,1965,481,350,102,0,14,33,33,437,196,0,14,43.0,9.1,27.0,11.7,31.7,3.9,11.6,6.1,2.1,2.2,21.0,8.6,30.4,9.1,22.6,7.6,10.5,4.9,0.0,3.1,98.7,3.9,37.0,6.3,0.0,4.6,3.9,3.8,52.3,14.3,0.0,0.7,0.8732,0.9561,0.6995,0.7659,0.4098,3.7045,0.7882,0.8537,0.8829,0.961,0.7734,0.0,3.471,0.9015,0.9317,0.9317,0.9317,0.4433,0.0,0.6847,0.8227,0.0,1.9507,0.4828,10.0579,0.803,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,3,555,223,138,1855,474,0,14,16,24,0,14,0,14,94,146,0,14,26.7,15.1,93.2,7.6,0.0,2.2,0.8,1.3,0.0,2.2,0.0,2.2,4.7,7.2,0.0,2.2
11,District of Columbia,DC,11001,District of Columbia,11001009803,Census Tract 98.03; District of Columbia; District of Columbia,0.20504332812,2984,593,1607,325,1416,316,1079,414,183,132,873,357,370,316,403,259,407,113,660,311,663,338,97,99,42,82,2915,595,550,162,0,14,21,34,730,345,116,10,38.3,12.6,12.5,7.9,61.7,21.1,17.8,13.0,13.8,8.0,13.6,4.4,22.1,7.8,22.6,10.7,6.8,6.8,1.5,2.8,97.7,4.5,34.2,7.3,0.0,2.8,1.5,2.4,51.6,16.6,3.9,0.8,0.8293,0.7805,0.9803,0.9317,0.9951,4.5169,0.9951,0.639,0.6488,0.961,0.6502,0.6732,3.5722,0.9261,0.8683,0.8683,0.8683,0.4138,0.0,0.4138,0.8079,0.8098,2.4453,0.7537,11.4027,0.9704,0,0,1,1,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,2423,409,302,2583,472,223,286,0,14,28,46,0,14,81,68,0,14,28.9,16.5,86.6,8.9,7.5,8.8,0.0,1.5,0.9,1.5,0.0,1.5,2.7,2.2,0.0,1.5
11,District of Columbia,DC,11001,District of Columbia,11001009804,Census Tract 98.04; District of Columbia; District of Columbia,0.200140991026,2908,577,1115,128,996,125,1262,463,278,158,588,162,118,56,14,21,150,66,946,303,408,116,248,128,35,71,2815,581,454,103,0,14,105,61,295,105,39,5,43.4,13.4,18.4,8.7,59.0,14.5,8.0,3.7,0.5,0.7,5.2,2.5,32.5,6.1,14.0,4.7,24.9,12.5,1.3,2.7,96.8,5.5,40.7,8.0,0.0,4.0,10.5,6.0,29.6,9.4,1.3,0.3,0.8829,0.9073,0.9704,0.6537,0.1171,3.5314,0.7537,0.1366,0.9317,0.7512,0.9507,0.639,3.4092,0.8621,0.839,0.839,0.839,0.4828,0.0,0.9015,0.4039,0.5317,2.3199,0.6946,10.0995,0.8177,0,1,1,0,0,2,0,1,0,1,0,2,0,0,0,0,1,0,0,1,5,2527,140,67,2229,531,322,209,65,65,0,14,0,14,199,152,0,14,14.1,6.7,76.7,9.2,11.1,7.4,2.2,2.2,0.0,1.5,0.0,1.5,6.8,4.7,0.0,1.5
11,District of Columbia,DC,11001,District of Columbia,11001009807,Census Tract 98.07; District of Columbia; District of Columbia,0.400392407224,3462,704,1828,313,1643,312,515,242,95,92,574,345,275,154,50,60,578,140,579,410,630,254,83,84,9,56,3391,708,491,290,55,84,128,142,762,310,110,6,15.2,6.4,5.6,5.6,34.9,19.9,10.2,6.0,1.5,1.8,16.7,5.5,16.7,9.2,18.7,7.9,5.0,5.0,0.3,1.8,97.9,4.7,26.9,15.2,3.0,4.7,7.7,8.5,46.4,14.4,3.2,0.7,0.4878,0.5122,0.7537,0.722,0.3073,2.783,0.6207,0.7512,0.4585,0.8829,0.5862,0.322,3.0008,0.6847,0.878,0.878,0.878,0.3202,0.9951,0.8522,0.7389,0.7561,3.6625,0.9901,10.3243,0.8571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2333,581,333,3191,655,133,205,0,14,0,14,0,14,67,105,0,14,35.4,16.2,92.2,6.4,3.8,5.7,0.0,1.3,0.0,1.3,0.0,1.3,1.9,3.0,0.0,1.3
11,District of Columbia,DC,11001,District of Columbia,11001009810,Census Tract 98.10; District of Columbia; District of Columbia,0.153830372738,2226,361,1281,160,1221,181,992,405,108,103,704,227,88,58,97,109,127,48,562,219,334,149,350,135,23,65,2223,361,482,183,0,14,0,19,665,149,42,4,44.6,16.7,9.5,8.8,57.7,16.5,6.6,4.1,4.4,4.8,5.7,2.5,25.2,7.1,15.0,7.0,28.7,10.2,1.1,3.0,99.9,0.7,37.6,13.5,0.0,3.4,0.0,1.6,54.5,13.7,1.9,0.4,0.8976,0.6829,0.9606,0.5512,0.7463,3.8386,0.8325,0.161,0.7902,0.8049,0.9704,0.5854,3.3119,0.8177,0.9805,0.9805,0.9805,0.4532,0.0,0.0,0.867,0.6244,1.9446,0.4778,10.0756,0.8128,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,3,1361,257,142,1943,381,57,88,0,14,0,14,0,14,122,105,101,168,21.0,12.7,87.3,8.5,2.6,4.0,0.0,2.0,0.0,2.0,0.0,2.0,5.5,4.7,4.5,7.5
