ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
11,District of Columbia,DC,11001,District of Columbia,11001007808,Census Tract 78.08; District of Columbia; District of Columbia,0.361720430904,4206,871,1823,270,1577,271,1929,887,278,188,614,244,396,218,61,68,508,107,1421,618,902,278,388,163,0,56,4182,871,293,150,0,14,139,107,395,166,62,7,45.9,18.9,16.8,10.4,38.9,14.0,16.2,8.4,1.5,1.6,12.1,3.4,33.8,9.3,21.5,6.4,24.6,9.4,0.0,1.4,99.4,2.3,16.1,7.9,0.0,2.4,8.8,6.6,25.0,10.5,1.5,0.4,0.9171,0.8732,0.8177,0.8927,0.3073,3.808,0.8177,0.5463,0.9561,0.9415,0.9409,0.0,3.3848,0.8522,0.9561,0.9561,0.9561,0.202,0.0,0.8818,0.3054,0.5756,1.9648,0.5025,10.1137,0.8276,1,0,0,0,0,1,0,1,1,1,0,3,1,1,0,0,0,0,0,0,5,2688,212,122,3871,864,212,168,0,14,36,56,0,14,63,65,0,14,13.4,7.8,92.0,4.4,5.0,4.0,0.0,1.1,0.9,1.4,0.0,1.1,1.5,1.6,0.0,1.1
11,District of Columbia,DC,11001,District of Columbia,11001007809,Census Tract 78.09; District of Columbia; District of Columbia,0.206662639908,3236,616,1394,107,1209,145,1428,511,424,272,400,139,348,138,22,27,342,121,1062,374,353,140,304,157,11,57,3167,621,149,105,0,14,13,26,532,169,34,5,44.2,13.4,27.0,13.1,33.1,10.8,20.4,6.9,0.7,0.8,10.6,3.4,32.8,9.5,10.9,4.4,25.1,12.6,0.4,2.0,97.9,4.6,10.7,7.5,0.0,3.2,1.1,2.1,44.0,13.1,1.1,0.3,0.8927,0.9561,0.7291,0.961,0.1415,3.6804,0.7833,0.4634,0.9366,0.5951,0.9606,0.3512,3.3069,0.8128,0.878,0.878,0.878,0.1281,0.0,0.3448,0.6897,0.5122,1.6748,0.33,9.5401,0.7635,0,1,0,1,0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,4,1123,171,101,2798,593,161,214,0,14,0,14,0,14,208,149,0,14,14.1,8.1,86.5,8.1,5.0,6.5,0.0,1.4,0.0,1.4,0.0,1.4,6.4,4.4,0.0,1.4
11,District of Columbia,DC,11001,District of Columbia,11001007901,Census Tract 79.01; District of Columbia; District of Columbia,0.155228834182,4505,898,1959,338,1728,362,1538,589,483,162,499,188,182,110,125,92,728,668,1129,443,535,148,233,153,26,65,3677,916,326,130,0,14,73,70,560,167,13,5,34.1,11.2,22.6,6.9,28.9,9.0,5.9,3.6,2.8,2.1,16.2,12.9,25.1,8.7,11.9,4.0,13.5,8.4,0.6,1.6,81.6,12.2,16.6,6.0,0.0,2.3,4.2,4.0,32.4,10.7,0.3,0.1,0.7805,0.9317,0.6108,0.5268,0.5122,3.362,0.7143,0.7317,0.7854,0.639,0.8424,0.4244,3.4229,0.8719,0.6732,0.6732,0.6732,0.2069,0.0,0.7291,0.4631,0.2829,1.682,0.335,9.1401,0.7192,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1984,330,153,2701,644,473,279,21,22,0,14,0,14,432,393,50,64,19.1,9.5,60.0,7.4,10.5,5.9,0.5,0.5,0.0,1.0,0.0,1.0,9.6,7.6,1.1,1.5
11,District of Columbia,DC,11001,District of Columbia,11001007903,Census Tract 79.03; District of Columbia; District of Columbia,0.09573206039,1739,316,894,78,763,92,197,104,95,66,164,61,105,52,60,44,176,58,306,149,180,60,46,39,15,59,1308,336,11,24,0,14,0,19,160,50,0,14,11.3,5.6,9.4,6.1,21.5,7.6,8.0,3.7,3.5,2.6,10.1,3.6,17.6,6.2,10.4,3.8,6.0,5.1,0.9,3.5,75.2,13.7,1.2,2.7,0.0,4.9,0.0,2.5,21.0,6.4,0.0,0.8,0.3512,0.678,0.4286,0.6537,0.6244,2.7359,0.5961,0.4098,0.5024,0.5463,0.6207,0.5317,2.6109,0.5172,0.6244,0.6244,0.6244,0.0296,0.0,0.0,0.2217,0.0,0.2513,0.0049,6.2225,0.335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1767,43,33,1022,313,93,51,32,25,8,13,0,14,153,94,0,14,5.6,4.3,58.8,9.6,5.3,2.9,1.8,1.4,0.5,0.7,0.0,2.6,8.8,5.3,0.0,2.6
11,District of Columbia,DC,11001,District of Columbia,11001008001,Census Tract 80.01; District of Columbia; District of Columbia,0.12463179509,3064,390,1589,245,1416,253,69,46,37,31,72,43,53,52,0,14,177,63,613,131,120,70,0,19,30,64,1114,532,161,95,0,14,19,22,151,58,26,3,2.3,1.5,1.7,1.5,5.1,2.9,2.3,2.2,0.0,1.5,5.8,2.0,20.0,3.4,3.9,2.3,0.0,1.3,1.1,2.3,36.4,16.7,10.2,5.8,0.0,2.8,1.4,1.5,10.7,4.4,0.8,0.1,0.0195,0.1707,0.0246,0.278,0.0,0.4928,0.0049,0.1707,0.5951,0.0732,0.0,0.5854,1.4244,0.1379,0.2488,0.2488,0.2488,0.1182,0.0,0.3892,0.0542,0.4488,1.0104,0.0887,3.1764,0.0099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1565,54,41,680,145,184,97,89,77,0,14,16,24,145,131,0,14,3.8,2.9,22.2,4.7,6.0,3.1,2.9,2.5,0.0,1.5,0.5,0.8,4.7,4.3,0.0,1.5
11,District of Columbia,DC,11001,District of Columbia,11001008002,Census Tract 80.02; District of Columbia; District of Columbia,0.223538000022,3281,363,1530,128,1410,136,300,126,100,80,177,85,27,41,105,96,289,52,875,204,217,90,124,94,0,56,1116,495,197,74,0,14,18,24,230,77,73,7,9.2,3.7,5.0,3.8,12.6,5.9,1.2,1.8,3.2,2.9,8.8,1.8,26.7,4.0,6.7,2.6,8.8,6.6,0.0,1.9,34.0,14.6,12.9,4.7,0.0,2.9,1.3,1.7,16.3,5.3,2.2,0.3,0.2829,0.478,0.1626,0.1854,0.5854,1.6943,0.2857,0.3366,0.8293,0.2585,0.7241,0.0,2.1485,0.33,0.2341,0.2341,0.2341,0.1675,0.0,0.3744,0.1527,0.6878,1.3824,0.197,5.4593,0.2315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3031,62,51,716,150,170,105,75,50,0,14,0,14,129,101,26,40,4.4,3.7,21.8,4.4,5.2,3.2,2.3,1.5,0.0,1.4,0.0,1.4,3.9,3.0,0.8,1.2
11,District of Columbia,DC,11001,District of Columbia,11001008100,Census Tract 81; District of Columbia; District of Columbia,0.112079232968,3123,475,1591,253,1531,262,46,28,22,21,97,63,11,16,219,225,304,93,507,89,121,70,28,25,11,56,718,666,220,74,0,14,22,26,247,87,8,2,1.5,0.9,1.0,0.9,6.3,4.0,0.4,0.6,7.0,7.0,9.7,3.3,16.2,2.9,3.9,2.3,1.8,1.6,0.4,1.9,23.0,21.0,13.8,4.1,0.0,2.8,1.4,1.7,16.1,5.8,0.3,0.0,0.0098,0.078,0.0443,0.0976,0.8976,1.1273,0.1527,0.3902,0.4439,0.0732,0.33,0.3512,1.5885,0.2118,0.0341,0.0341,0.0341,0.1724,0.0,0.3892,0.1478,0.2829,0.9923,0.0837,3.7422,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512,248,200,178,95,329,219,136,83,0,14,0,14,75,48,0,14,16.2,11.5,5.7,3.2,10.5,6.8,4.4,2.6,0.0,1.4,0.0,1.4,2.4,1.5,0.0,1.4
11,District of Columbia,DC,11001,District of Columbia,11001008200,Census Tract 82; District of Columbia; District of Columbia,0.130666183248,2658,427,1665,182,1407,204,99,86,25,18,188,101,1,22,18,20,273,64,343,139,89,108,13,24,19,58,746,556,415,107,0,14,14,26,540,170,163,13,3.9,3.3,1.2,0.9,13.4,6.9,0.1,1.1,0.7,0.8,10.3,2.8,12.9,3.9,3.4,3.9,0.9,1.7,0.8,2.4,28.1,20.4,25.0,5.8,0.0,2.7,1.0,1.8,38.4,8.5,6.1,1.1,0.0537,0.0927,0.1921,0.0829,0.1415,0.5629,0.0296,0.4341,0.3415,0.0634,0.2069,0.4683,1.5142,0.1773,0.1366,0.1366,0.1366,0.3005,0.0,0.3251,0.5911,0.8634,2.0801,0.5714,4.2938,0.1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2530,53,39,138,132,231,85,51,37,0,14,0,14,326,182,0,14,3.8,2.7,5.2,4.9,8.7,3.2,1.9,1.4,0.0,1.7,0.0,1.7,12.3,6.2,0.0,1.7
11,District of Columbia,DC,11001,District of Columbia,11001008301,Census Tract 83.01; District of Columbia; District of Columbia,0.11736342494,2895,275,1652,168,1542,174,201,96,44,53,157,80,29,31,51,43,272,99,353,68,120,61,0,19,0,56,911,428,570,113,0,14,11,22,434,115,82,8,7.1,3.3,2.0,2.4,10.2,5.1,1.3,1.4,1.8,1.5,9.4,3.2,12.2,2.4,4.1,2.2,0.0,1.2,0.0,2.0,31.5,14.5,34.5,5.9,0.0,2.7,0.7,1.4,28.1,8.1,2.8,0.1,0.1902,0.2098,0.1034,0.2049,0.3561,1.0644,0.133,0.3707,0.3317,0.0927,0.0,0.0,0.7951,0.064,0.1854,0.1854,0.1854,0.4187,0.0,0.2315,0.3744,0.7317,1.7563,0.3645,3.8012,0.0739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3423,12,18,301,132,329,189,132,148,0,14,6,11,143,84,0,14,0.8,1.1,10.4,4.6,11.4,6.6,4.6,5.0,0.0,1.5,0.2,0.4,4.9,3.0,0.0,1.5
11,District of Columbia,DC,11001,District of Columbia,11001008302,Census Tract 83.02; District of Columbia; District of Columbia,0.100730536882,2981,524,1434,197,1321,197,94,64,8,10,169,69,73,46,0,14,289,115,551,208,141,73,48,65,0,56,762,688,382,77,0,14,21,20,342,103,112,3,3.3,2.1,0.4,0.5,12.8,4.9,3.2,2.2,0.0,1.6,9.7,4.0,18.5,5.8,5.0,2.8,3.6,4.9,0.0,2.0,25.6,22.6,26.6,3.9,0.0,3.1,1.6,1.5,25.9,8.1,3.8,0.7,0.039,0.0341,0.1675,0.3561,0.0,0.5967,0.0394,0.3902,0.5463,0.1122,0.5074,0.0,1.5561,0.197,0.078,0.078,0.078,0.3103,0.0,0.4236,0.335,0.8049,1.8738,0.4187,4.1046,0.1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2546,28,33,163,52,406,298,49,30,0,14,0,14,138,73,6,10,2.1,2.6,5.5,2.1,13.6,9.1,1.6,1.0,0.0,1.5,0.0,1.5,4.6,2.5,0.2,0.3
11,District of Columbia,DC,11001,District of Columbia,11001008402,Census Tract 84.02; District of Columbia; District of Columbia,0.10586144636,2496,326,1614,197,1450,224,318,122,51,61,280,133,66,53,89,93,266,108,282,124,279,105,19,26,13,57,1199,433,749,220,0,14,0,19,553,148,79,5,12.8,4.6,2.9,3.4,19.3,8.7,3.1,2.6,3.6,3.7,10.7,4.3,11.3,4.4,11.2,4.4,1.3,1.8,0.5,2.4,48.0,16.2,46.4,12.4,0.0,2.7,0.0,1.3,38.1,9.9,3.2,0.5,0.4146,0.2927,0.3744,0.3512,0.6439,2.0768,0.4187,0.4732,0.3024,0.6098,0.2562,0.4,2.0416,0.3054,0.3854,0.3854,0.3854,0.5764,0.0,0.0,0.5862,0.7561,1.9187,0.4581,6.4225,0.3695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260,140,74,774,250,287,147,36,33,0,14,0,14,102,71,0,14,9.7,5.4,31.0,9.4,11.5,5.6,1.4,1.4,0.0,1.8,0.0,1.8,4.1,2.9,0.0,1.8
11,District of Columbia,DC,11001,District of Columbia,11001008410,Census Tract 84.10; District of Columbia; District of Columbia,0.084918887778,2189,449,855,99,837,102,151,99,43,30,99,51,68,43,57,41,95,50,675,275,176,113,17,26,0,56,1290,498,41,30,0,14,45,57,202,74,1,2,6.9,4.3,3.2,2.2,11.8,5.9,4.6,2.7,2.6,1.9,4.3,2.2,30.8,7.3,8.0,4.7,2.0,3.1,0.0,2.9,58.9,19.3,4.8,3.5,0.0,5.1,5.4,6.8,24.1,9.2,0.0,0.1,0.1854,0.3122,0.1429,0.4488,0.4878,1.5771,0.2562,0.0927,0.8927,0.3805,0.3645,0.0,1.7304,0.2463,0.4927,0.4927,0.4927,0.069,0.0,0.8079,0.2808,0.0,1.1577,0.1379,4.9579,0.1675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320,62,55,576,168,424,343,82,46,0,14,0,14,204,112,4,7,7.4,6.6,26.3,7.0,19.4,13.0,3.7,2.3,0.0,2.0,0.0,2.0,9.3,5.2,0.2,0.3
11,District of Columbia,DC,11001,District of Columbia,11001008701,Census Tract 87.01; District of Columbia; District of Columbia,0.14775582997199999,2661,463,1269,217,1130,206,430,254,29,33,177,135,75,57,60,84,177,103,262,133,174,111,49,50,65,72,1446,624,161,80,0,14,13,26,217,84,86,4,16.3,9.2,1.6,1.8,15.7,11.6,3.4,2.6,2.3,3.1,6.7,3.9,9.8,4.7,6.6,3.9,4.3,4.4,2.5,2.8,54.3,21.5,12.7,5.9,0.0,3.5,1.2,2.3,19.2,7.8,3.2,0.6,0.5366,0.1561,0.2759,0.3805,0.4488,1.7979,0.3202,0.2244,0.239,0.239,0.5369,0.7707,2.01,0.3005,0.4683,0.4683,0.4683,0.1626,0.0,0.3645,0.1921,0.7561,1.4753,0.2266,5.7515,0.2808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2886,24,29,1190,447,30,28,143,107,0,14,0,14,83,51,0,14,2.1,2.6,44.7,14.6,1.1,1.1,5.4,4.0,0.0,1.7,0.0,1.7,3.1,2.0,0.0,1.7
11,District of Columbia,DC,11001,District of Columbia,11001008702,Census Tract 87.02; District of Columbia; District of Columbia,0.187804259922,3430,523,2135,330,2021,314,428,176,77,59,348,134,87,91,161,139,135,71,352,141,223,81,51,46,19,61,2030,594,1317,285,0,14,16,29,801,174,119,10,12.5,4.8,2.9,2.2,17.2,6.1,3.2,3.3,4.7,4.1,3.9,2.2,10.3,3.6,6.5,2.4,2.5,2.2,0.6,1.9,59.2,14.8,61.7,9.3,0.0,2.1,0.8,1.4,39.6,9.9,3.5,0.6,0.4098,0.2927,0.33,0.3561,0.7659,2.1545,0.4335,0.0585,0.2683,0.2293,0.3941,0.4244,1.3746,0.1182,0.5024,0.5024,0.5024,0.6847,0.0,0.2512,0.6108,0.7854,2.3321,0.7094,6.3636,0.3498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1625,84,64,1478,456,117,106,121,63,0,14,0,14,308,261,6,11,4.2,3.3,43.1,9.9,3.4,3.2,3.5,2.0,0.0,1.3,0.0,1.3,9.0,7.3,0.2,0.3
11,District of Columbia,DC,11001,District of Columbia,11001008802,Census Tract 88.02; District of Columbia; District of Columbia,0.180918902956,4607,676,2164,175,1891,207,1116,402,277,190,451,155,307,121,138,77,376,136,942,325,360,135,93,72,42,74,3541,702,436,146,0,14,69,68,560,169,90,4,24.6,8.1,9.5,5.6,23.8,7.8,9.4,3.5,3.0,1.7,8.2,3.1,20.4,6.2,7.9,3.4,4.9,3.8,1.0,1.7,76.9,10.2,20.2,6.5,0.0,2.1,3.6,3.6,29.6,8.4,2.0,0.3,0.6976,0.6829,0.4877,0.7024,0.5561,3.1267,0.6552,0.2878,0.6098,0.3707,0.5764,0.5512,2.3959,0.4286,0.6439,0.6439,0.6439,0.2512,0.0,0.6601,0.4039,0.6488,1.964,0.4975,8.1305,0.6059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1739,198,147,3003,645,270,311,70,50,0,14,0,14,198,102,0,14,10.5,7.3,65.2,8.0,5.9,6.5,1.5,1.1,0.0,1.0,0.0,1.0,4.3,2.1,0.0,1.0
11,District of Columbia,DC,11001,District of Columbia,11001008803,Census Tract 88.03; District of Columbia; District of Columbia,0.451080649988,3784,547,1983,318,1627,334,1144,227,263,138,592,177,200,100,248,175,150,133,429,188,654,290,140,75,30,66,2920,580,1441,326,0,14,72,41,769,318,1021,43,34.5,3.8,11.3,6.4,36.4,7.9,7.3,3.7,6.7,4.8,4.0,3.6,11.3,4.6,17.8,8.4,8.6,4.3,0.8,1.8,77.2,10.5,72.7,11.6,0.0,2.2,4.4,2.4,47.3,11.9,27.0,4.1,0.7902,0.7463,0.7734,0.6,0.878,3.7879,0.8079,0.0732,0.3024,0.8634,0.7143,0.4683,2.4216,0.4433,0.6488,0.6488,0.6488,0.7783,0.0,0.7389,0.7586,0.9659,3.2417,0.9409,10.1,0.8227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7275,308,139,2151,520,501,203,136,95,0,14,0,14,112,80,20,30,18.9,8.1,56.8,7.8,13.2,5.1,3.6,2.6,0.0,1.2,0.0,1.2,3.0,2.1,0.5,0.8
11,District of Columbia,DC,11001,District of Columbia,11001008804,Census Tract 88.04; District of Columbia; District of Columbia,0.300407433304,3063,669,1901,476,1569,509,941,637,290,186,654,199,235,182,156,148,118,64,583,272,320,144,156,153,251,209,2793,679,210,125,0,14,280,155,411,159,20,4,30.8,19.7,14.4,9.0,41.7,18.5,10.7,8.3,5.1,5.3,3.9,2.3,19.0,7.2,10.4,4.8,10.0,9.2,8.8,7.0,91.2,9.7,11.1,6.0,0.0,2.3,17.8,8.0,26.2,11.4,0.7,0.2,0.7512,0.8244,0.8424,0.7366,0.7951,3.9497,0.8571,0.0585,0.5707,0.5463,0.7586,0.9512,2.8853,0.6108,0.7415,0.7415,0.7415,0.133,0.0,0.9852,0.3448,0.4049,1.8679,0.4138,9.4444,0.7488,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,2,2903,269,146,1799,783,811,553,25,40,60,59,0,14,98,81,0,14,17.1,9.3,58.7,20.3,26.5,18.4,0.8,1.3,2.0,2.0,0.0,1.5,3.2,2.6,0.0,1.5
11,District of Columbia,DC,11001,District of Columbia,11001008903,Census Tract 89.03; District of Columbia; District of Columbia,0.118012462402,4006,985,1978,244,1781,249,1792,907,420,240,853,314,269,144,50,64,142,86,1256,634,462,224,364,216,0,56,3530,999,620,201,0,14,219,177,767,249,0,14,46.1,20.3,18.5,10.3,47.9,16.3,10.8,6.4,1.2,1.7,3.5,2.3,31.4,11.0,11.5,6.4,20.4,11.8,0.0,1.5,88.1,12.4,31.4,9.4,0.0,2.2,12.3,9.8,43.1,13.4,0.0,0.3,0.922,0.9171,0.9163,0.7415,0.2341,3.731,0.798,0.0537,0.9171,0.6244,0.9163,0.0,2.5115,0.4729,0.7073,0.7073,0.7073,0.3744,0.0,0.9409,0.6798,0.0,1.9951,0.5222,8.9449,0.6946,1,1,1,0,0,3,0,1,0,1,0,2,0,0,0,0,1,0,0,1,6,1017,133,95,3266,991,92,52,32,42,0,14,0,14,140,78,0,14,7.5,5.4,81.5,6.5,2.3,1.5,0.8,1.0,0.0,1.1,0.0,1.1,3.5,2.4,0.0,1.1
11,District of Columbia,DC,11001,District of Columbia,11001008904,Census Tract 89.04; District of Columbia; District of Columbia,0.173492230986,3973,679,2178,307,1970,340,932,382,187,91,796,276,369,241,382,212,259,105,898,316,471,193,224,159,51,99,3621,698,629,158,0,14,142,109,676,192,0,14,23.5,8.7,7.4,3.7,40.4,12.2,13.0,8.4,9.6,5.1,6.5,2.6,22.6,6.2,11.9,5.1,11.4,7.8,1.4,2.6,91.1,8.1,28.9,6.0,0.0,2.0,7.2,5.4,34.3,10.4,0.0,0.4,0.6634,0.6049,0.8276,0.8098,0.9659,3.8716,0.8374,0.2146,0.678,0.639,0.803,0.6585,2.9931,0.6749,0.7366,0.7366,0.7366,0.3498,0.0,0.8473,0.5222,0.0,1.7193,0.3498,9.3206,0.7389,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2305,403,180,2804,756,436,354,159,225,0,14,0,14,222,152,0,14,20.5,8.6,70.6,11.6,11.0,9.0,4.0,5.6,0.0,1.1,0.0,1.1,5.6,3.9,0.0,1.1
11,District of Columbia,DC,11001,District of Columbia,11001009000,Census Tract 90; District of Columbia; District of Columbia,0.551011569628,3637,719,2434,418,2289,386,371,175,35,67,857,340,338,144,62,70,1133,349,457,148,972,276,65,63,0,56,3318,730,1118,273,0,14,26,50,501,183,0,14,10.2,4.4,1.6,3.3,37.4,13.4,11.7,5.6,1.7,2.0,31.2,7.1,12.6,3.7,26.7,7.3,2.8,2.7,0.0,1.6,91.2,8.8,46.0,8.0,0.0,1.8,1.1,2.2,21.9,8.6,0.0,0.4,0.3171,0.1561,0.7833,0.7707,0.3317,2.3589,0.5025,0.9805,0.3366,0.9854,0.4286,0.0,2.7311,0.5567,0.7415,0.7415,0.7415,0.5665,0.0,0.3448,0.2414,0.0,1.1527,0.133,6.9842,0.4631,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,2,2376,486,264,2817,723,157,183,87,101,0,14,81,74,95,128,81,115,21.2,10.6,77.5,7.6,4.3,4.9,2.4,2.9,0.0,1.2,2.2,2.1,2.6,3.6,2.2,3.2
11,District of Columbia,DC,11001,District of Columbia,11001009102,Census Tract 91.02; District of Columbia; District of Columbia,0.701272043274,4753,798,2232,186,1937,213,1350,509,246,162,672,197,448,202,182,186,436,124,1178,385,654,243,292,149,66,79,4151,827,619,212,39,61,68,78,646,146,30,5,28.5,9.6,10.1,6.2,34.7,9.4,14.7,5.8,3.8,3.8,9.2,3.2,24.8,5.5,13.8,4.7,15.0,7.5,1.6,1.9,87.3,9.4,27.7,9.2,1.7,2.7,3.5,4.0,33.4,7.0,0.6,0.0,0.7415,0.7073,0.7438,0.8537,0.6683,3.7146,0.7931,0.3561,0.7561,0.722,0.8571,0.678,3.3693,0.8473,0.6976,0.6976,0.6976,0.33,0.9655,0.6355,0.5025,0.3756,2.8091,0.8621,10.5906,0.8768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4707,212,84,3366,727,532,432,83,60,9,16,0,14,134,97,27,40,10.9,4.2,70.8,9.2,11.2,8.7,1.7,1.3,0.2,0.3,0.0,0.9,2.8,2.0,0.6,0.8
11,District of Columbia,DC,11001,District of Columbia,11001009201,Census Tract 92.01; District of Columbia; District of Columbia,0.243159703662,3053,398,1438,105,1242,96,642,157,85,66,397,121,80,71,257,214,196,101,621,279,172,63,43,44,65,95,1541,458,661,117,0,14,68,39,308,90,383,17,22.2,4.5,4.8,3.5,32.0,9.4,4.4,3.8,8.5,6.6,6.4,3.5,20.3,7.0,5.7,2.0,3.5,3.5,2.3,3.4,50.5,13.5,46.0,7.4,0.0,3.1,5.4,3.1,24.8,6.4,12.5,1.7,0.6439,0.4634,0.7192,0.4293,0.9317,3.1875,0.67,0.2098,0.6,0.1659,0.4975,0.7561,2.2293,0.3744,0.4195,0.4195,0.4195,0.5665,0.0,0.8079,0.3005,0.9415,2.6164,0.8079,8.4527,0.6305,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5561,21,18,737,226,442,224,165,102,0,14,0,14,191,202,6,11,1.7,1.4,24.1,7.5,14.5,6.8,5.4,3.4,0.0,1.5,0.0,1.5,6.3,6.1,0.2,0.4
11,District of Columbia,DC,11001,District of Columbia,11001009203,Census Tract 92.03; District of Columbia; District of Columbia,0.224358852874,3337,645,1566,284,1537,288,598,205,298,136,530,268,166,82,185,106,368,150,365,156,431,200,37,37,42,77,2672,680,446,255,0,14,43,62,612,222,26,3,17.9,5.1,14.0,6.7,34.5,16.2,7.2,3.8,5.5,3.2,11.0,3.7,10.9,4.7,12.9,5.7,2.4,2.4,1.3,2.4,80.1,13.2,28.5,15.4,0.0,2.8,2.8,4.0,39.8,11.2,0.8,0.2,0.5707,0.8098,0.7389,0.5902,0.8293,3.5389,0.7635,0.4976,0.2927,0.6829,0.3793,0.639,2.4915,0.468,0.6683,0.6683,0.6683,0.3448,0.0,0.5369,0.6207,0.4488,1.9512,0.4877,8.6499,0.6502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,113,149,2173,629,296,196,41,44,0,14,0,14,162,143,0,14,7.4,9.5,65.1,10.7,8.9,5.7,1.2,1.4,0.0,1.3,0.0,1.3,4.9,4.4,0.0,1.3
