ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
38,North Dakota,ND,38099,Walsh County,38099958000,Census Tract 9580; Walsh County; North Dakota,4.360219383942,2602,161,1248,95,1160,113,765,210,72,39,346,127,282,108,219,100,543,133,547,123,502,113,0,14,78,76,810,253,170,85,0,10,20,27,101,69,172,11,29.4,7.9,4.8,2.5,29.8,10.6,15.8,6.4,8.4,3.8,20.9,4.7,21.0,4.2,19.3,4.1,0.0,1.2,3.1,3.0,31.1,9.5,13.6,6.7,0.0,2.0,1.7,2.3,8.7,5.7,6.6,0.1,0.8634,0.8502,0.8458,0.9692,0.7093,4.2379,0.9736,0.6652,0.3304,0.9427,0.0,0.9604,2.8987,0.7445,0.9163,0.9163,0.9163,0.6476,0.0,0.63,0.8238,0.8943,2.9957,0.7577,11.0486,0.9383,0,0,0,1,0,1,0,0,1,0,1,2,1,1,0,0,0,0,0,0,4,4338,287,96,29,31,707,194,10,10,21,46,0,10,43,32,0,10,24.7,7.9,1.1,1.2,27.2,7.0,0.4,0.4,0.8,1.8,0.0,1.0,1.7,1.2,0.0,1.0
38,North Dakota,ND,38099,Walsh County,38099958100,Census Tract 9581; Walsh County; North Dakota,462.710249178672,2176,175,1094,87,890,86,300,101,10,9,66,27,199,86,168,96,380,46,591,80,202,44,31,15,27,45,273,249,0,14,125,45,7,7,20,13,0,10,13.8,4.5,0.9,0.8,7.4,2.9,13.3,5.0,7.7,4.3,17.5,2.3,27.2,2.9,9.3,2.0,3.4,1.7,1.4,2.3,12.5,11.4,0.0,1.3,11.4,4.0,0.8,0.8,2.2,1.4,0.0,0.5,0.37,0.1762,0.0088,0.9163,0.6432,2.1145,0.348,0.511,0.7797,0.2775,0.4053,0.859,2.8325,0.7269,0.511,0.511,0.511,0.0,0.7533,0.4317,0.3084,0.0,1.4934,0.141,6.9514,0.3392,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1440,145,31,25,26,146,98,4,5,35,34,0,10,63,37,0,10,16.3,3.6,1.1,1.2,6.7,4.4,0.2,0.3,1.6,1.6,0.0,1.1,2.9,1.7,0.0,1.1
38,North Dakota,ND,38099,Walsh County,38099958200,Census Tract 9582; Walsh County; North Dakota,8.93163192866,1707,159,791,59,700,63,263,88,7,8,97,38,168,69,59,30,494,86,351,66,253,72,46,26,0,40,122,224,47,25,43,29,11,14,15,15,84,8,16.0,5.1,0.9,1.1,13.9,5.3,13.5,5.4,3.6,1.7,28.9,4.8,20.6,3.2,15.4,3.9,6.5,3.7,0.0,2.4,7.1,13.1,5.9,3.1,5.4,3.6,1.6,2.0,2.1,2.0,4.9,0.1,0.4934,0.1762,0.2952,0.9251,0.1982,2.0881,0.3304,0.9515,0.3084,0.8062,0.7313,0.0,2.7974,0.7004,0.2115,0.2115,0.2115,0.4802,0.5198,0.6035,0.2996,0.8326,2.7357,0.6388,7.8327,0.5419,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1888,178,48,7,10,24,28,0,10,45,47,0,10,46,40,0,10,25.4,6.2,0.4,0.6,1.4,1.7,0.0,1.5,2.6,2.7,0.0,1.5,2.7,2.4,0.0,1.5
38,North Dakota,ND,38099,Walsh County,38099958300,Census Tract 9583; Walsh County; North Dakota,492.059361432738,1054,117,672,53,495,65,185,49,6,5,86,26,38,19,30,17,273,49,186,56,181,41,7,12,0,40,25,164,0,14,20,12,3,10,19,11,0,10,17.6,4.2,1.1,0.8,17.4,4.7,4.9,2.5,2.8,1.6,25.9,4.7,17.6,4.3,17.2,3.5,1.4,2.4,0.0,4.2,2.4,15.6,0.0,2.1,3.0,1.8,0.6,2.0,3.8,2.2,0.0,0.9,0.5683,0.2203,0.489,0.3216,0.1189,1.7181,0.2203,0.8634,0.141,0.8722,0.1366,0.0,2.0132,0.2731,0.0176,0.0176,0.0176,0.0,0.37,0.3612,0.5066,0.0,1.2378,0.0661,4.9867,0.0969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,74,27,6,7,15,14,4,8,0,10,0,10,0,10,0,10,14.9,5.5,0.6,0.7,1.4,1.3,0.4,0.8,0.0,2.3,0.0,2.3,0.0,2.3,0.0,2.3
38,North Dakota,ND,38101,Ward County,38101010100,Census Tract 101; Ward County; North Dakota,0.805628077936,3099,410,1813,211,1612,234,943,303,45,46,529,212,266,120,68,54,583,171,553,159,594,163,31,34,44,59,756,548,952,179,7,11,33,31,284,105,218,14,32.7,9.5,3.0,3.1,32.8,12.3,12.0,5.1,2.5,1.9,18.8,4.9,17.8,4.2,21.5,5.1,1.9,2.1,1.5,2.0,24.4,17.4,52.5,7.8,0.4,0.6,2.0,1.9,17.6,6.3,7.0,1.0,0.9031,0.6344,0.8987,0.8767,0.0881,3.401,0.8282,0.5683,0.1586,0.978,0.1938,0.8678,2.7665,0.674,0.8326,0.8326,0.8326,0.9163,0.2335,0.6916,0.9824,0.9075,3.7313,0.9736,10.7314,0.9163,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,3,5,10719,327,145,204,183,411,197,9,18,28,19,0,10,104,152,0,10,20.3,7.8,6.6,5.8,13.3,6.0,0.3,0.6,0.9,0.6,0.0,0.8,3.4,4.7,0.0,0.8
38,North Dakota,ND,38101,Ward County,38101010200,Census Tract 102; Ward County; North Dakota,8.311796133124,5811,875,2652,268,2276,266,629,371,302,187,412,163,267,179,191,149,825,179,1083,357,720,251,61,72,0,60,1007,1172,532,198,17,27,53,60,99,80,235,18,11.3,6.4,10.4,5.8,18.1,6.8,7.3,4.6,3.8,2.8,14.2,3.1,18.6,4.6,14.4,4.9,2.7,3.1,0.0,1.1,17.3,20.0,20.1,7.2,0.6,1.0,2.3,2.6,4.3,3.5,4.0,0.7,0.2423,0.978,0.5286,0.5903,0.2335,2.5727,0.5507,0.304,0.2115,0.7401,0.326,0.0,1.5816,0.1189,0.6916,0.6916,0.6916,0.7181,0.2687,0.7225,0.5859,0.7665,3.0617,0.793,7.9076,0.5595,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5238,239,112,75,89,683,269,9,16,31,41,0,15,209,127,0,15,10.5,5.0,1.3,1.5,11.8,4.2,0.2,0.3,0.5,0.7,0.0,0.4,3.6,2.2,0.0,0.4
38,North Dakota,ND,38101,Ward County,38101010301,Census Tract 103.01; Ward County; North Dakota,2.898542231686,5355,667,2995,332,2667,336,617,277,116,104,636,232,214,157,538,277,630,238,1029,323,408,154,62,50,55,88,1321,931,965,253,139,129,49,53,153,172,25,2,11.6,5.0,4.0,3.7,23.8,8.2,5.9,4.2,11.2,5.5,11.8,4.3,19.2,5.2,8.5,3.2,2.3,1.9,1.1,1.7,24.7,17.1,32.2,7.7,4.6,4.2,1.8,2.0,5.7,6.2,0.5,0.1,0.2731,0.7533,0.7137,0.4361,0.8502,3.0264,0.7181,0.2247,0.2291,0.2026,0.2731,0.815,1.7445,0.1674,0.8502,0.8502,0.8502,0.8282,0.4581,0.6564,0.6608,0.3128,2.9163,0.7048,8.5374,0.6564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5664,236,134,510,348,431,193,142,140,0,15,0,15,238,143,0,15,8.8,4.8,9.5,6.2,8.0,3.5,2.7,2.6,0.0,0.5,0.0,0.5,4.4,2.6,0.0,0.5
38,North Dakota,ND,38101,Ward County,38101010302,Census Tract 103.02; Ward County; North Dakota,1.54195046077,5319,526,2377,187,2258,189,616,319,104,85,382,158,70,54,287,128,527,180,1367,229,580,178,126,104,111,123,859,748,154,112,0,15,7,18,73,75,2,2,11.6,5.9,3.5,2.9,16.9,6.9,2.1,1.6,5.7,2.5,9.9,3.4,25.7,2.7,11.4,3.4,5.6,4.6,2.2,2.4,16.1,14.0,6.5,4.7,0.0,1.0,0.3,0.8,3.2,3.3,0.0,0.0,0.2731,0.6828,0.4449,0.1013,0.4626,1.9647,0.2907,0.1542,0.6828,0.489,0.6652,0.9251,2.9163,0.7533,0.6652,0.6652,0.6652,0.4978,0.0,0.2731,0.4361,0.0,1.207,0.0485,6.7532,0.2996,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2605,179,127,229,184,255,216,88,123,25,39,0,15,262,209,0,15,7.9,5.6,4.3,3.4,4.8,3.9,1.7,2.3,0.5,0.7,0.0,0.5,4.9,4.0,0.0,0.5
38,North Dakota,ND,38101,Ward County,38101010400,Census Tract 104; Ward County; North Dakota,1.357757026752,6123,683,2331,226,2078,255,541,230,115,57,388,161,227,143,416,191,396,116,1333,306,755,343,17,30,62,101,1311,913,200,122,73,86,0,21,27,32,568,18,9.7,3.9,2.9,1.5,18.7,7.4,6.2,3.6,7.0,3.3,6.5,1.8,21.8,3.7,12.7,5.7,0.8,1.4,1.1,1.7,21.4,14.7,8.6,5.2,3.1,3.7,0.0,1.0,1.3,1.5,9.3,1.1,0.1674,0.5991,0.5551,0.4802,0.5903,2.3921,0.4537,0.0837,0.3965,0.6256,0.0925,0.815,2.0133,0.2819,0.7885,0.7885,0.7885,0.5374,0.3833,0.0,0.207,0.9251,2.0528,0.304,7.2467,0.3921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4503,234,106,324,215,391,202,31,36,166,100,0,15,399,198,0,15,11.3,5.0,5.3,3.4,6.4,3.3,0.5,0.6,2.7,1.6,0.0,0.4,6.5,3.1,0.0,0.4
38,North Dakota,ND,38101,Ward County,38101010500,Census Tract 105; Ward County; North Dakota,2.87886724597,5517,684,2508,216,2267,271,422,213,136,156,445,189,167,146,309,200,837,140,1375,279,752,303,47,51,11,61,744,1016,175,150,187,98,33,48,28,35,47,6,7.7,3.8,4.4,4.7,19.6,8.0,4.5,3.7,5.7,3.6,15.2,3.2,24.9,3.8,13.9,5.6,2.0,2.2,0.2,1.2,13.5,18.3,7.0,6.0,7.5,4.1,1.5,2.1,1.2,1.5,0.9,0.2,0.1101,0.8062,0.5859,0.2863,0.4626,2.2511,0.3965,0.3789,0.6432,0.7004,0.2115,0.4537,2.3877,0.489,0.5683,0.5683,0.5683,0.511,0.652,0.5815,0.2026,0.4053,2.3524,0.489,7.5595,0.4714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7089,184,127,310,204,186,183,0,15,31,51,0,15,171,131,46,76,8.1,5.5,5.6,3.8,3.4,3.4,0.0,0.5,0.6,0.9,0.0,0.5,3.1,2.3,0.8,1.4
38,North Dakota,ND,38101,Ward County,38101010601,Census Tract 106.01; Ward County; North Dakota,2.279388292282,4529,597,2537,267,2431,280,1021,503,11,19,719,288,138,101,244,95,1464,269,594,280,753,250,91,71,0,40,713,862,1379,254,123,101,0,14,302,182,63,13,22.7,10.8,0.5,0.9,29.6,11.3,4.3,3.2,5.7,2.2,32.3,6.2,13.1,5.2,17.5,6.1,3.7,2.9,0.0,1.0,15.7,18.9,54.4,8.2,4.8,4.1,0.0,0.6,12.4,7.2,1.4,0.2,0.7357,0.0925,0.8414,0.2555,0.4626,2.3877,0.4493,0.9956,0.0352,0.8987,0.4449,0.0,2.3744,0.4758,0.6432,0.6432,0.6432,0.9339,0.4758,0.0,0.9207,0.4581,2.7885,0.652,8.1938,0.6079,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,2,3,4790,427,209,74,97,30,47,164,142,198,178,0,10,247,208,0,10,17.6,8.4,1.6,2.1,0.7,1.0,3.6,3.1,4.4,3.9,0.0,0.5,5.5,4.6,0.0,0.5
38,North Dakota,ND,38101,Ward County,38101010602,Census Tract 106.02; Ward County; North Dakota,5.68393495566,5288,961,2656,347,2226,250,830,323,131,147,498,205,337,167,663,249,540,107,885,317,194,116,10,22,6,59,997,1350,565,240,694,299,216,196,12,14,39,3,15.8,5.4,3.8,4.3,22.4,8.9,8.7,4.3,13.0,5.1,10.2,2.6,16.7,4.3,3.8,2.3,0.4,1.0,0.1,1.2,18.9,25.3,21.3,8.6,26.1,9.6,9.7,8.7,0.5,0.6,0.7,0.1,0.4758,0.7225,0.6916,0.6872,0.8899,3.467,0.8414,0.163,0.1189,0.0176,0.0573,0.3965,0.7533,0.0044,0.7357,0.7357,0.7357,0.7313,0.9559,0.9515,0.0661,0.3656,3.0704,0.8062,8.0264,0.5815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,4452,316,175,125,112,351,248,162,126,31,47,25,37,303,199,0,15,14.2,7.9,2.4,2.2,6.6,4.7,3.1,2.4,0.6,0.9,0.5,0.7,5.7,3.9,0.0,0.5
38,North Dakota,ND,38101,Ward County,38101010701,Census Tract 107.01; Ward County; North Dakota,1.980580865666,4281,674,2259,317,1932,295,1078,310,72,68,509,178,160,123,112,89,622,201,993,335,712,207,24,29,40,68,1042,944,624,216,18,28,196,191,69,65,100,9,25.2,6.1,3.6,3.4,26.3,8.3,5.7,4.5,2.7,2.2,14.5,4.8,23.2,5.8,17.2,5.5,1.2,1.5,1.0,1.7,24.3,21.7,27.7,8.7,0.8,1.2,10.2,9.8,3.6,3.5,2.3,0.4,0.7974,0.6916,0.7709,0.4141,0.1057,2.7797,0.63,0.3172,0.533,0.8722,0.1101,0.7885,2.621,0.6079,0.8282,0.8282,0.8282,0.7841,0.2907,0.9559,0.489,0.5859,3.1056,0.8238,9.3345,0.7621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3506,273,138,169,141,319,211,236,269,25,32,28,43,265,171,0,10,14.1,7.1,3.9,3.3,7.5,4.9,5.5,6.2,0.6,0.7,0.7,1.0,6.2,4.1,0.0,0.6
38,North Dakota,ND,38101,Ward County,38101010702,Census Tract 107.02; Ward County; North Dakota,1.764615098068,2763,392,1379,162,1164,183,620,262,72,83,256,126,278,154,292,191,164,93,672,149,396,121,98,95,31,49,801,502,0,14,617,133,38,38,20,24,7,5,22.5,8.9,4.1,4.5,22.0,10.3,17.2,8.0,10.7,6.8,5.9,3.3,24.3,4.9,14.5,4.4,8.4,8.1,1.2,2.0,29.0,17.7,0.0,1.0,44.7,8.5,3.3,3.2,1.7,2.1,0.3,0.2,0.7313,0.7797,0.6828,0.9824,0.8106,3.9868,0.9295,0.0705,0.5903,0.7445,0.8326,0.8326,3.0705,0.8282,0.8943,0.8943,0.8943,0.0,0.9956,0.8106,0.2467,0.2687,2.3216,0.4537,10.2732,0.8855,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2171,178,114,0,10,172,103,195,209,241,155,0,10,193,93,0,10,15.3,8.6,0.0,0.9,6.2,3.9,7.1,7.1,8.7,5.4,0.0,0.9,7.0,3.2,0.0,0.9
38,North Dakota,ND,38101,Ward County,38101010800,Census Tract 108; Ward County; North Dakota,291.79991469924,4842,473,2091,206,1921,196,661,231,90,63,508,168,72,44,179,85,532,111,1362,228,541,137,206,106,0,40,770,629,538,172,109,53,21,18,14,15,13,24,13.8,4.6,3.9,2.5,26.4,8.3,2.5,1.5,3.9,1.8,11.0,2.4,28.1,4.1,11.9,2.7,10.7,5.4,0.0,0.9,15.9,12.9,25.7,7.8,5.2,2.6,1.1,0.9,0.7,0.8,0.3,0.5,0.37,0.7313,0.7753,0.1233,0.2599,2.2598,0.4009,0.1938,0.815,0.533,0.9163,0.0,2.4581,0.5374,0.6564,0.6564,0.6564,0.7621,0.5022,0.489,0.1057,0.2687,2.1277,0.3392,7.502,0.4537,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3512,216,95,72,104,482,294,33,34,24,32,0,10,139,102,20,22,11.2,4.9,1.5,2.1,10.0,5.8,0.7,0.7,0.5,0.7,0.0,0.5,2.9,2.1,0.4,0.4
38,North Dakota,ND,38101,Ward County,38101010901,Census Tract 109.01; Ward County; North Dakota,0.76796653055,2089,302,629,100,613,99,443,245,0,10,224,105,33,39,30,20,0,10,831,169,96,74,10,18,0,40,690,477,28,28,0,10,0,14,5,10,96,10,21.8,11.6,0.0,5.7,36.5,16.1,3.6,4.3,2.0,1.4,0.0,1.2,39.8,4.3,6.3,4.3,1.6,2.9,0.0,2.4,33.0,22.3,4.5,4.4,0.0,3.9,0.0,2.3,0.8,1.6,4.6,0.8,0.7004,0.0,0.9427,0.1894,0.0617,1.8942,0.2775,0.0,0.9824,0.0617,0.1586,0.0,1.2027,0.0396,0.9251,0.9251,0.9251,0.4273,0.0,0.0,0.1233,0.8194,1.37,0.1013,5.392,0.1278,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,3,2415,0,10,244,255,137,109,21,28,6,9,0,10,138,86,144,187,0.0,4.0,11.7,11.9,6.6,5.4,1.0,1.3,0.3,0.4,0.0,1.2,6.6,4.4,6.9,8.9
38,North Dakota,ND,38101,Ward County,38101010902,Census Tract 109.02; Ward County; North Dakota,6.479952568714,2854,159,935,106,663,104,360,201,31,53,282,121,6,10,20,26,0,10,1158,162,102,91,0,14,79,129,1204,367,37,29,0,10,0,14,52,56,443,26,14.7,8.2,7.7,12.5,42.5,17.0,0.6,1.0,1.1,1.4,0.0,0.9,40.6,4.9,5.4,5.0,0.0,2.1,3.3,5.4,42.2,12.6,4.0,3.1,0.0,2.6,0.0,2.1,7.8,8.1,15.5,0.3,0.4141,0.9383,0.9736,0.0264,0.0308,2.3832,0.4405,0.0,0.9912,0.0396,0.0,0.9692,2.0,0.2643,0.9427,0.9427,0.9427,0.4009,0.0,0.0,0.7841,0.9648,2.1498,0.3656,7.4757,0.4449,0,1,1,0,0,2,0,1,0,0,1,2,1,1,0,0,0,0,1,1,6,5726,15,17,449,186,608,264,9,10,9,12,12,22,110,65,7,13,2.3,2.6,15.7,6.5,21.3,9.3,0.3,0.3,0.3,0.4,0.4,0.8,3.9,2.3,0.2,0.5
38,North Dakota,ND,38101,Ward County,38101011000,Census Tract 110; Ward County; North Dakota,475.872067515306,2147,202,1123,123,895,101,169,70,11,17,84,42,73,31,80,37,469,132,498,118,296,116,45,30,0,40,102,293,39,32,72,46,5,12,16,16,40,9,8.0,3.2,1.0,1.6,9.4,4.6,4.8,2.1,3.8,1.8,21.8,5.8,23.2,4.7,14.0,5.2,5.0,3.3,0.0,2.0,4.8,13.6,3.5,2.8,6.4,3.8,0.6,1.3,1.8,1.8,1.9,0.4,0.1233,0.1982,0.0749,0.3084,0.2335,0.9383,0.0617,0.7093,0.533,0.7181,0.5991,0.0,2.5595,0.5639,0.1101,0.1101,0.1101,0.3833,0.5859,0.3612,0.2643,0.5374,2.1321,0.3524,5.74,0.1542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617,106,43,2,5,43,33,2,4,6,9,0,10,49,28,0,10,11.8,4.5,0.1,0.2,2.0,1.6,0.1,0.2,0.3,0.4,0.0,1.2,2.3,1.3,0.0,1.2
38,North Dakota,ND,38101,Ward County,38101011200,Census Tract 112; Ward County; North Dakota,355.753020246042,3862,511,1460,131,1225,112,110,47,12,9,169,77,178,94,148,87,607,100,1278,346,399,118,74,68,10,40,233,731,0,14,203,80,35,25,28,21,0,10,2.8,1.2,0.7,0.5,13.8,6.2,7.3,3.7,3.9,2.3,15.7,3.1,33.1,5.3,10.4,3.2,6.0,5.5,0.3,1.1,6.0,18.9,0.0,1.0,13.9,5.5,2.8,2.0,2.3,1.7,0.0,0.3,0.0132,0.1366,0.2819,0.5903,0.2599,1.2819,0.1189,0.4053,0.9251,0.3744,0.696,0.533,2.9338,0.7621,0.1586,0.1586,0.1586,0.0,0.815,0.7885,0.3348,0.0,1.9383,0.2687,6.3126,0.2467,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2309,82,38,0,10,63,56,0,10,13,19,0,10,152,95,5,8,6.7,3.1,0.0,0.6,1.6,1.5,0.0,0.6,0.3,0.5,0.0,0.6,3.9,2.5,0.1,0.2
38,North Dakota,ND,38101,Ward County,38101011300,Census Tract 113; Ward County; North Dakota,852.851413552656,5653,467,2552,194,2123,179,386,133,81,47,272,93,153,57,369,128,1023,168,1599,217,627,145,104,62,8,58,444,634,63,36,332,101,27,19,43,29,3,1,6.8,2.3,2.9,1.6,12.8,4.2,4.1,1.4,6.6,2.1,18.1,3.2,28.3,2.5,11.2,2.7,4.9,2.9,0.1,1.1,7.9,11.2,2.4,1.4,13.0,4.1,1.2,0.9,2.0,1.4,0.1,0.0,0.0969,0.5991,0.2203,0.2467,0.5595,1.7225,0.2247,0.5419,0.8282,0.4537,0.5903,0.3965,2.8106,0.7137,0.2643,0.2643,0.2643,0.326,0.7841,0.511,0.2907,0.2026,2.1144,0.3216,6.9118,0.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4818,201,82,2,4,129,74,11,11,20,17,4,10,253,111,25,29,9.5,3.7,0.0,0.1,2.3,1.3,0.2,0.2,0.4,0.3,0.1,0.2,4.5,1.9,0.4,0.5
38,North Dakota,ND,38103,Wells County,38103959800,Census Tract 9598; Wells County; North Dakota,5.014439493088,1783,156,1038,74,850,67,403,111,17,15,255,81,143,50,40,28,546,56,380,96,253,67,74,41,0,40,175,224,111,53,41,29,21,26,98,40,105,5,23.9,6.2,2.0,1.7,30.0,9.2,11.1,3.9,2.4,1.7,30.6,4.1,21.3,4.2,14.9,3.9,8.7,4.8,0.0,2.4,9.8,12.5,10.7,5.0,3.9,2.8,2.5,3.1,11.5,4.6,5.9,0.6,0.7665,0.4141,0.8546,0.8458,0.0837,2.9647,0.7004,0.9824,0.3656,0.7797,0.8458,0.0,2.9735,0.7841,0.4053,0.4053,0.4053,0.5683,0.4141,0.7621,0.8943,0.8546,3.4934,0.9471,9.8369,0.815,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2119,187,56,0,10,86,48,8,10,14,16,0,10,63,46,4,7,22.0,6.3,0.0,1.4,4.8,2.7,0.4,0.5,0.8,0.9,0.0,1.4,3.5,2.6,0.2,0.4
38,North Dakota,ND,38103,Wells County,38103960000,Census Tract 9600; Wells County; North Dakota,1265.517838877204,2207,156,1286,63,950,79,364,128,18,15,106,35,111,35,171,55,455,61,515,101,232,69,35,23,0,40,25,220,2,11,83,38,14,14,14,11,1,3,16.5,5.7,1.6,1.3,11.2,3.6,7.0,2.2,7.7,2.4,20.6,2.7,23.3,3.6,10.5,3.1,3.6,2.4,0.0,1.9,1.1,10.0,0.2,0.9,6.5,3.0,1.5,1.5,1.5,1.2,0.0,0.1,0.511,0.3216,0.1498,0.5683,0.6432,2.1939,0.37,0.6388,0.5419,0.3921,0.4405,0.0,2.0133,0.2819,0.0,0.0,0.0,0.1498,0.5991,0.5815,0.2335,0.0,1.5639,0.1718,5.7711,0.1586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1448,147,46,0,10,11,14,0,10,0,10,0,10,6,6,8,10,15.5,4.5,0.0,1.1,0.5,0.6,0.0,1.1,0.0,1.1,0.0,1.1,0.3,0.3,0.4,0.5
38,North Dakota,ND,38105,Williams County,38105953400,Census Tract 9534; Williams County; North Dakota,659.982118945386,2314,479,1632,283,1124,264,299,198,41,56,147,75,177,87,164,90,509,148,395,163,313,143,56,51,0,40,260,666,314,126,215,119,5,12,71,96,39,3,13.1,8.2,3.5,4.3,13.1,5.9,9.8,4.9,7.2,3.6,22.0,6.0,17.1,6.0,13.7,5.6,5.0,4.4,0.0,1.9,11.2,28.7,19.2,7.0,13.2,6.6,0.4,1.1,6.3,8.2,1.7,0.4,0.3348,0.6828,0.2335,0.7841,0.6211,2.6563,0.5859,0.7269,0.1322,0.6784,0.5991,0.0,2.1366,0.3789,0.4581,0.4581,0.4581,0.7137,0.7974,0.3128,0.7181,0.5242,3.0662,0.8018,8.3172,0.6344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2512,213,94,0,10,182,169,4,9,1,2,0,10,73,55,0,10,19.0,8.0,0.0,1.1,7.9,7.2,0.2,0.4,0.0,0.1,0.0,1.1,3.2,2.2,0.0,1.1
38,North Dakota,ND,38105,Williams County,38105953500,Census Tract 9535; Williams County; North Dakota,777.696980875622,3269,608,1718,278,1313,231,419,213,7,7,162,91,129,83,597,257,359,99,840,286,432,137,25,37,0,40,798,784,112,83,316,135,7,8,28,31,14,48,12.8,6.1,0.4,0.4,12.3,6.6,6.2,3.7,18.3,7.3,11.0,3.2,25.7,5.9,13.2,3.8,2.0,2.8,0.0,1.4,24.4,23.5,6.5,4.7,18.4,7.6,0.6,0.6,2.1,2.4,0.4,1.5,0.3172,0.0837,0.1982,0.4802,0.9515,2.0308,0.3084,0.1938,0.6828,0.652,0.2115,0.0,1.7401,0.163,0.8326,0.8326,0.8326,0.4978,0.8943,0.3612,0.2996,0.2863,2.3392,0.4714,6.9427,0.3304,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5497,331,141,32,55,138,162,2,5,318,157,0,10,299,169,9,12,25.2,9.4,1.0,1.7,4.2,4.7,0.1,0.2,9.7,4.4,0.0,0.8,9.1,4.8,0.3,0.3
