ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
33,New Hampshire,NH,33009,Grafton County,33009960500,Census Tract 9605; Grafton County; New Hampshire,155.492974668342,2487,268,2000,108,948,105,277,69,29,20,195,49,150,47,155,56,666,124,360,90,361,72,26,17,9,47,249,359,81,36,184,53,35,24,46,45,161,10,11.9,2.6,2.4,1.6,20.6,4.6,7.5,2.2,6.6,2.4,26.8,4.5,14.5,2.9,15.4,3.1,2.8,1.8,0.4,1.9,10.0,14.4,4.1,1.8,9.2,2.5,3.7,2.5,4.9,4.6,6.5,0.8,0.5376,0.3699,0.3468,0.6965,0.6069,2.5577,0.5434,0.8468,0.2023,0.7023,0.3815,0.6445,2.7774,0.7225,0.5838,0.5838,0.5838,0.4971,0.8064,0.8988,0.6792,0.8988,3.7803,0.9624,9.6992,0.8237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1587,160,58,5,12,161,87,49,48,1,2,0,12,33,24,0,12,16.9,5.4,0.2,0.5,6.5,3.4,2.0,1.9,0.0,0.1,0.0,1.3,1.3,0.9,0.0,1.3
33,New Hampshire,NH,33009,Grafton County,33009960600,Census Tract 9606; Grafton County; New Hampshire,50.98981738365,4615,31,2405,203,1745,170,628,329,35,40,543,218,350,152,107,106,1149,221,791,134,751,243,56,37,15,57,380,146,131,96,315,169,19,31,251,151,358,15,14.6,7.6,1.6,1.9,31.1,12.1,9.9,4.2,2.5,2.5,24.9,4.8,17.1,2.9,17.4,5.6,3.2,2.1,0.3,1.3,8.2,3.2,5.5,4.0,13.1,6.9,1.1,1.8,14.4,8.2,7.8,0.3,0.6416,0.2081,0.7514,0.8439,0.1676,2.6126,0.5607,0.789,0.3931,0.8121,0.4624,0.5954,3.052,0.8613,0.5058,0.5058,0.5058,0.5607,0.8902,0.5578,0.9538,0.9277,3.8902,0.9798,10.0606,0.8642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4562,401,199,12,28,99,65,43,58,39,36,0,12,185,120,2,4,23.0,10.5,0.3,0.6,2.1,1.4,0.9,1.3,0.8,0.8,0.0,0.7,4.0,2.6,0.0,0.1
33,New Hampshire,NH,33009,Grafton County,33009960700,Census Tract 9607; Grafton County; New Hampshire,126.506314122368,3245,328,1596,107,1268,106,405,143,52,26,324,72,109,38,169,54,795,129,642,152,353,67,47,38,5,45,166,454,0,16,102,37,20,18,26,13,17,2,12.5,4.2,2.9,1.5,25.6,5.3,4.5,1.5,5.2,1.6,24.5,3.7,19.8,3.4,10.9,2.1,3.7,3.0,0.2,1.5,5.1,14.0,0.0,1.0,6.4,2.3,1.5,1.4,2.1,1.0,0.5,0.0,0.5549,0.4711,0.5549,0.4249,0.4624,2.4682,0.5,0.7746,0.6445,0.3208,0.5289,0.5145,2.7833,0.7254,0.2659,0.2659,0.2659,0.0,0.6879,0.6387,0.3468,0.5491,2.2225,0.4277,7.7399,0.5058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1668,119,40,44,52,81,48,33,28,0,12,0,12,2,3,6,7,9.4,3.0,1.4,1.6,2.5,1.5,1.0,0.8,0.0,1.0,0.0,1.0,0.1,0.1,0.2,0.2
33,New Hampshire,NH,33009,Grafton County,33009960801,Census Tract 9608.01; Grafton County; New Hampshire,51.83610663541,3366,15,1695,220,1084,133,361,279,12,24,295,144,267,191,287,150,388,161,605,142,205,128,35,55,0,48,15,27,33,58,175,109,0,16,53,62,34,5,10.9,8.4,0.5,1.1,27.2,12.9,11.7,7.7,8.6,4.5,11.5,4.8,18.0,4.2,6.1,3.8,3.2,5.1,0.0,1.5,0.4,0.8,1.9,3.4,10.3,7.0,0.0,1.5,4.9,5.5,1.0,0.1,0.4798,0.052,0.6416,0.8757,0.7948,2.8439,0.6214,0.0694,0.4509,0.0434,0.4624,0.0,1.0261,0.0202,0.0029,0.0029,0.0029,0.3815,0.8237,0.0,0.6792,0.6243,2.5087,0.5694,6.3816,0.2861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,160,109,1,2,7,11,0,12,0,12,0,12,7,10,0,12,14.8,9.9,0.0,0.1,0.2,0.3,0.0,1.0,0.0,1.0,0.0,1.0,0.2,0.3,0.0,1.0
33,New Hampshire,NH,33009,Grafton County,33009960802,Census Tract 9608.02; Grafton County; New Hampshire,63.108232517178,1332,140,888,59,541,47,204,76,10,9,136,38,73,33,112,42,305,45,250,62,180,55,6,6,1,46,180,189,32,25,58,31,13,9,18,12,28,4,15.6,5.6,1.4,1.3,25.1,6.7,7.0,3.1,8.6,3.2,22.9,3.6,18.8,3.5,13.8,3.8,1.1,1.1,0.1,3.6,13.5,14.1,3.6,2.8,6.5,3.5,2.4,1.7,3.3,2.3,2.1,0.2,0.6936,0.1647,0.5318,0.659,0.7948,2.8439,0.6214,0.7139,0.5434,0.5925,0.1387,0.4422,2.4307,0.5173,0.7139,0.7139,0.7139,0.4711,0.7023,0.7861,0.526,0.7486,3.2341,0.8526,9.2226,0.7572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,951,101,40,5,14,79,56,34,31,5,11,0,12,36,23,21,25,18.7,7.3,0.4,1.0,5.9,4.0,2.6,2.3,0.4,0.8,0.0,2.4,2.7,1.8,1.6,1.8
33,New Hampshire,NH,33009,Grafton County,33009960900,Census Tract 9609; Grafton County; New Hampshire,156.133712095648,3450,255,2080,124,1349,118,574,167,73,29,251,50,127,50,283,112,1067,147,544,75,542,104,34,15,34,64,281,355,12,8,137,36,19,19,51,24,69,6,16.7,4.7,4.5,1.7,18.6,3.3,4.7,1.8,8.2,3.0,30.9,3.2,15.8,2.1,15.7,2.8,2.5,1.1,1.0,1.9,8.1,10.3,0.6,0.4,6.6,1.6,1.4,1.4,3.8,1.8,2.0,0.1,0.7312,0.7225,0.2688,0.4538,0.7659,2.9422,0.6445,0.9393,0.2948,0.7225,0.3266,0.8237,3.1069,0.8815,0.4942,0.4942,0.4942,0.2225,0.711,0.6185,0.5838,0.7399,2.8757,0.7052,9.419,0.7919,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1907,96,26,3,5,90,49,39,25,1,2,3,4,87,38,58,71,7.1,1.9,0.1,0.1,2.6,1.4,1.1,0.7,0.0,0.1,0.1,0.1,2.5,1.1,1.7,2.0
33,New Hampshire,NH,33009,Grafton County,33009961001,Census Tract 9610.01; Grafton County; New Hampshire,6.023306644498,2906,386,871,157,784,181,418,227,149,111,197,104,85,86,223,156,215,121,487,166,387,214,166,107,60,90,439,558,26,43,73,46,0,16,19,30,1002,42,21.9,11.0,10.2,7.6,25.1,11.9,6.6,6.3,7.7,5.3,7.4,3.9,16.8,4.6,13.4,7.1,21.1,12.7,2.1,3.1,15.1,19.1,3.0,4.9,8.4,5.4,0.0,2.0,2.4,3.8,34.5,4.8,0.8757,0.9769,0.5318,0.6301,0.7139,3.7284,0.8671,0.026,0.3699,0.5723,1.0,0.8873,2.8555,0.7572,0.7775,0.7775,0.7775,0.4509,0.7803,0.0,0.3873,0.9855,2.604,0.6156,9.9654,0.8526,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,3,6602,108,109,27,30,170,146,111,100,0,12,0,12,131,80,0,12,13.8,12.4,0.9,1.0,5.8,5.0,3.8,3.4,0.0,1.1,0.0,1.1,4.5,2.7,0.0,1.1
33,New Hampshire,NH,33009,Grafton County,33009961002,Census Tract 9610.02; Grafton County; New Hampshire,21.97944322504,3693,384,1973,233,1471,257,484,244,53,49,263,162,4,10,488,416,657,264,339,231,712,277,48,56,0,48,351,569,186,154,115,87,0,16,299,167,236,13,14.0,6.9,2.4,2.3,17.9,10.6,0.2,0.4,13.2,10.8,17.8,7.3,9.2,6.0,19.3,7.5,3.3,3.8,0.0,1.3,9.5,15.4,9.4,7.7,5.8,4.3,0.0,1.1,20.3,9.9,6.4,0.8,0.6272,0.3699,0.2399,0.0145,0.9566,2.2081,0.3988,0.4046,0.0231,0.8931,0.4827,0.0,1.8035,0.1994,0.5665,0.5665,0.5665,0.6647,0.6676,0.0,0.9798,0.896,3.2081,0.841,7.7862,0.5145,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4418,298,164,178,128,32,35,3,9,0,12,0,12,138,143,0,12,20.3,9.9,4.8,3.5,0.9,1.0,0.1,0.2,0.0,0.9,0.0,0.9,3.7,3.9,0.0,0.9
33,New Hampshire,NH,33009,Grafton County,33009961101,Census Tract 9611.01; Grafton County; New Hampshire,11.227397123374,2239,319,1337,132,966,130,669,254,53,25,389,120,133,78,142,65,478,124,583,178,433,110,118,58,0,48,404,440,101,61,101,69,34,41,67,40,0,12,29.9,10.5,5.0,2.4,40.3,11.2,9.0,4.9,6.3,2.8,21.3,5.0,26.0,6.0,19.3,4.7,12.2,5.8,0.0,2.4,18.0,19.5,7.5,4.5,7.6,5.0,3.5,4.2,6.9,4.0,0.0,0.5,0.9422,0.7543,0.9162,0.7861,0.5694,3.9682,0.9162,0.6243,0.974,0.8931,0.974,0.0,3.4654,0.9653,0.841,0.841,0.841,0.6214,0.7399,0.8873,0.7688,0.0,3.0174,0.7688,11.292,0.9595,1,0,1,0,0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,4,1609,106,68,11,16,37,48,30,37,0,12,0,12,318,225,8,11,11.0,6.8,0.5,0.7,1.7,2.1,1.3,1.7,0.0,1.4,0.0,1.4,14.2,9.5,0.4,0.5
33,New Hampshire,NH,33009,Grafton County,33009961102,Census Tract 9611.02; Grafton County; New Hampshire,30.448321095844,2114,333,1486,166,901,152,336,128,26,29,254,106,62,35,39,24,632,126,260,76,369,105,27,30,0,48,150,470,0,16,169,69,0,16,58,45,122,11,16.1,5.6,2.2,2.7,28.2,10.8,3.9,2.2,1.9,1.2,29.9,7.2,12.3,3.5,17.6,5.2,3.0,3.3,0.0,2.3,7.1,22.2,0.0,1.1,11.4,4.5,0.0,1.8,6.4,5.1,5.8,1.1,0.7139,0.3237,0.6936,0.3497,0.0983,2.1792,0.3815,0.9249,0.104,0.8295,0.4133,0.0,2.2717,0.4277,0.4249,0.4249,0.4249,0.0,0.841,0.0,0.737,0.8844,2.4624,0.5434,7.3382,0.4393,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2722,38,33,0,12,85,83,25,30,0,12,0,12,40,56,0,12,4.2,3.8,0.0,1.5,4.0,4.0,1.2,1.4,0.0,1.5,0.0,1.5,1.9,2.5,0.0,1.5
33,New Hampshire,NH,33009,Grafton County,33009961201,Census Tract 9612.01; Grafton County; New Hampshire,15.673960111474,3011,94,1503,132,1148,97,517,186,28,27,299,92,180,102,277,116,582,148,722,156,499,132,115,74,7,48,341,199,58,41,93,69,0,16,45,41,38,4,17.2,6.2,1.8,1.7,26.0,7.7,8.7,4.9,9.2,3.8,19.3,4.9,24.0,5.1,16.6,4.3,10.0,6.4,0.2,1.7,11.3,6.6,3.8,2.7,6.2,4.4,0.0,1.4,3.9,3.5,1.3,0.1,0.7399,0.2457,0.5723,0.7803,0.8439,3.1821,0.7283,0.5087,0.8931,0.7803,0.9393,0.5145,3.6359,0.9827,0.6532,0.6532,0.6532,0.4798,0.6792,0.0,0.5954,0.6676,2.422,0.5289,9.8932,0.8468,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3107,121,73,6,16,50,55,109,80,0,12,0,12,176,104,0,12,10.5,6.0,0.2,0.5,1.7,1.8,3.6,2.7,0.0,1.1,0.0,1.1,5.8,3.5,0.0,1.1
33,New Hampshire,NH,33009,Grafton County,33009961202,Census Tract 9612.02; Grafton County; New Hampshire,22.563975012002,1353,206,1662,119,624,71,136,45,8,8,154,46,53,34,110,68,377,75,139,48,188,53,19,18,0,48,61,289,0,16,315,100,0,16,19,17,0,12,10.1,2.9,1.1,1.2,24.7,6.8,4.8,3.0,8.1,4.6,27.9,5.6,10.3,3.0,13.9,3.6,3.1,2.9,0.0,3.7,4.5,21.3,0.0,1.0,19.0,5.8,0.0,2.6,3.0,2.7,0.0,0.9,0.4335,0.1243,0.5145,0.4682,0.7601,2.3006,0.422,0.8873,0.0434,0.5983,0.4277,0.0,1.9567,0.2543,0.2283,0.2283,0.2283,0.0,0.9566,0.0,0.4595,0.0,1.4161,0.1532,5.9017,0.2254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1153,80,37,0,12,36,30,9,13,7,10,0,12,3,7,6,9,12.8,5.9,0.0,2.4,2.7,2.2,0.7,1.0,0.5,0.8,0.0,2.4,0.2,0.5,0.4,0.6
33,New Hampshire,NH,33009,Grafton County,33009961300,Census Tract 9613; Grafton County; New Hampshire,107.689972149924,3479,358,1821,98,1326,104,410,95,74,31,277,69,356,195,324,177,798,135,519,95,563,106,58,29,5,47,168,502,0,16,294,77,22,17,17,14,0,12,11.8,2.5,4.2,1.7,20.9,4.9,12.7,5.9,9.3,4.5,22.9,3.1,14.9,2.5,16.2,2.5,4.4,2.2,0.1,1.4,4.8,14.4,0.0,0.9,16.1,4.0,1.6,1.3,1.3,1.0,0.0,0.3,0.5318,0.6763,0.3671,0.9017,0.8526,3.3295,0.7746,0.7139,0.2312,0.763,0.5983,0.4422,2.7486,0.7052,0.2543,0.2543,0.2543,0.0,0.9335,0.6532,0.2197,0.0,1.8064,0.2832,8.1388,0.5751,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,986,127,33,0,12,33,27,16,12,31,44,10,17,77,33,1,3,9.6,2.6,0.0,0.9,0.9,0.8,0.5,0.4,0.9,1.3,0.3,0.5,2.2,1.0,0.0,0.1
33,New Hampshire,NH,33009,Grafton County,33009961400,Census Tract 9614; Grafton County; New Hampshire,53.357802957464,3796,48,1952,204,1417,162,618,249,75,81,382,140,301,185,342,214,710,178,610,162,603,253,44,34,9,49,336,188,11,21,315,119,0,16,59,49,129,29,16.5,6.6,3.6,3.9,27.0,9.4,9.9,6.0,9.0,5.6,18.7,4.7,16.1,4.2,15.9,6.6,3.1,2.4,0.2,1.3,8.9,5.0,0.6,1.1,16.1,5.4,0.0,1.1,4.2,3.4,3.4,0.8,0.7283,0.6012,0.6214,0.8439,0.8324,3.6272,0.8382,0.4769,0.3064,0.7428,0.4277,0.5145,2.4683,0.5549,0.552,0.552,0.552,0.2225,0.9335,0.0,0.6243,0.8006,2.5809,0.5954,9.2284,0.763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3000,251,126,73,128,16,24,59,60,0,12,0,12,182,122,6,9,17.7,8.7,1.9,3.3,0.4,0.6,1.6,1.6,0.0,0.9,0.0,0.9,4.8,3.2,0.2,0.2
33,New Hampshire,NH,33009,Grafton County,33009961500,Census Tract 9615; Grafton County; New Hampshire,40.305287394316,4489,17,2531,244,2009,185,832,470,0,12,563,229,105,79,96,68,1254,313,627,218,554,234,26,31,18,54,105,83,41,37,85,58,0,16,25,37,13,3,18.6,10.5,0.0,1.3,28.0,11.1,2.9,2.2,2.1,1.5,27.9,7.0,14.0,4.9,12.3,5.2,1.3,1.5,0.4,1.3,2.3,1.8,1.6,1.5,3.4,2.3,0.0,0.8,1.2,1.8,0.3,0.1,0.7861,0.0,0.6792,0.2341,0.1156,1.815,0.2948,0.8873,0.1676,0.4595,0.1647,0.6445,2.3236,0.4682,0.0578,0.0578,0.0578,0.3584,0.5434,0.0,0.2023,0.4798,1.5839,0.2254,5.7803,0.2225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2324,190,113,48,54,7,10,0,12,16,25,18,41,16,21,0,12,9.5,5.4,1.1,1.2,0.2,0.2,0.0,0.7,0.4,0.6,0.4,0.9,0.4,0.5,0.0,0.7
33,New Hampshire,NH,33009,Grafton County,33009961601,Census Tract 9616.01; Grafton County; New Hampshire,44.506098003824,2971,367,1380,140,1102,122,93,73,49,45,102,70,83,56,105,124,631,151,755,218,161,93,10,20,56,71,491,542,10,20,33,49,5,15,33,49,0,12,3.1,2.4,3.3,3.0,9.3,6.3,4.0,2.6,3.5,4.2,21.2,5.3,25.4,5.1,5.4,3.2,0.9,1.8,1.9,2.5,16.5,18.1,0.7,1.4,2.4,3.6,0.5,1.4,3.0,4.5,0.0,0.4,0.0723,0.5405,0.026,0.3671,0.2746,1.2805,0.159,0.6156,0.9509,0.0202,0.1185,0.8786,2.5838,0.6156,0.815,0.815,0.815,0.2457,0.4711,0.4046,0.4595,0.0,1.5809,0.2168,6.2602,0.2746,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2407,179,122,28,38,12,20,265,160,0,12,7,12,179,125,0,12,16.2,10.3,0.9,1.3,0.4,0.7,8.9,5.5,0.0,1.1,0.2,0.4,6.0,4.2,0.0,1.1
33,New Hampshire,NH,33009,Grafton County,33009961603,Census Tract 9616.03; Grafton County; New Hampshire,2.32328963409,5674,299,1268,173,1095,170,226,161,129,105,342,201,57,69,78,44,802,233,530,140,408,194,36,43,19,69,1804,496,446,125,17,27,0,24,224,184,3306,77,9.5,6.7,6.7,5.3,31.2,17.7,2.7,3.2,1.4,0.8,14.1,3.9,9.3,2.5,7.3,3.3,3.3,3.9,0.3,1.2,31.8,8.6,35.2,8.6,1.3,2.2,0.0,2.2,20.5,15.0,58.3,3.4,0.4046,0.8844,0.7543,0.2197,0.0549,2.3179,0.4364,0.1908,0.0347,0.0751,0.4827,0.5954,1.3787,0.0578,0.948,0.948,0.948,0.9335,0.3902,0.0,0.9855,0.9942,3.3034,0.8844,7.948,0.5462,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,4,10675,196,170,311,92,368,167,554,161,37,28,4,9,521,221,9,12,17.9,13.9,5.5,1.7,6.5,3.0,9.8,2.9,0.7,0.5,0.1,0.2,9.2,3.9,0.2,0.2
33,New Hampshire,NH,33009,Grafton County,33009961604,Census Tract 9616.04; Grafton County; New Hampshire,2.198686024446,2560,332,1241,196,876,183,282,142,11,18,198,103,20,33,7,10,469,164,286,117,203,118,0,16,0,48,623,492,242,128,0,12,0,16,17,24,488,15,13.6,6.5,0.9,1.6,22.6,10.8,1.3,2.1,0.3,0.4,18.3,6.0,11.2,3.8,8.0,4.5,0.0,1.8,0.0,1.9,24.3,19.0,19.5,9.8,0.0,2.6,0.0,1.8,1.9,2.7,19.1,2.5,0.604,0.0983,0.4451,0.0694,0.0087,1.2255,0.1503,0.4451,0.0636,0.1098,0.0,0.0,0.6185,0.0,0.8988,0.8988,0.8988,0.8208,0.0,0.0,0.3179,0.9711,2.1098,0.396,4.8526,0.1156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10030,36,35,19,18,142,88,323,143,2,5,7,13,128,87,2,6,4.1,3.9,0.7,0.7,5.5,3.4,12.6,5.8,0.1,0.2,0.3,0.5,5.0,3.3,0.1,0.2
33,New Hampshire,NH,33009,Grafton County,33009961701,Census Tract 9617.01; Grafton County; New Hampshire,14.124776801938,4819,608,2756,267,2200,255,691,309,16,25,552,172,270,149,225,140,995,270,628,332,567,231,78,75,34,57,906,845,1101,278,216,149,87,78,84,74,139,9,14.7,6.3,0.6,0.9,25.1,7.3,7.1,3.9,4.8,3.0,20.6,5.8,13.0,6.0,12.1,4.9,3.6,3.4,0.7,1.2,18.8,17.4,39.9,9.3,7.8,5.3,3.9,3.5,3.8,3.4,2.9,0.4,0.6474,0.0665,0.5318,0.6647,0.4075,2.3179,0.4364,0.5838,0.1243,0.4364,0.5145,0.7688,2.4278,0.5145,0.8526,0.8526,0.8526,0.9538,0.7457,0.9191,0.5838,0.7861,3.9885,0.9913,9.5868,0.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,13097,173,116,18,22,201,132,417,176,0,12,0,12,245,119,25,30,7.9,5.1,0.4,0.5,4.2,2.8,8.7,3.7,0.0,0.7,0.0,0.7,5.1,2.3,0.5,0.6
33,New Hampshire,NH,33009,Grafton County,33009961702,Census Tract 9617.02; Grafton County; New Hampshire,3.45664765336,3417,448,1688,173,1461,172,609,279,31,59,560,173,195,117,55,67,1008,181,513,143,429,146,31,39,34,74,790,612,697,205,10,16,0,16,165,109,14,10,17.9,7.8,1.5,2.8,38.3,10.9,7.3,4.3,1.6,1.9,29.5,5.1,15.0,3.8,12.6,4.5,2.1,2.7,1.0,2.2,23.1,17.7,41.3,11.4,0.6,1.0,0.0,1.1,11.3,7.2,0.4,0.3,0.7659,0.1936,0.8873,0.6908,0.0607,2.5983,0.552,0.9191,0.2399,0.4971,0.2688,0.8237,2.7486,0.7052,0.8873,0.8873,0.8873,0.9624,0.3208,0.0,0.9133,0.526,2.7225,0.659,8.9567,0.711,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,2,3,9133,196,116,55,64,63,79,445,211,6,9,0,12,173,121,48,93,13.4,7.6,1.6,1.8,1.8,2.3,13.0,6.1,0.2,0.3,0.0,0.9,5.1,3.6,1.4,2.7
33,New Hampshire,NH,33009,Grafton County,33009961801,Census Tract 9618.01; Grafton County; New Hampshire,21.048528909124,2574,783,958,114,796,116,139,178,11,13,138,116,15,25,358,462,464,170,474,208,87,61,44,71,8,46,222,1117,87,97,27,30,0,16,39,69,8,2,5.4,6.7,0.7,0.9,17.3,14.4,1.0,1.6,13.9,15.0,18.0,9.8,18.4,4.8,3.4,2.9,5.5,8.9,0.4,2.1,8.6,43.3,9.1,10.1,2.8,3.1,0.0,2.0,4.9,8.4,0.3,0.1,0.1879,0.0723,0.2052,0.0462,0.9711,1.4827,0.211,0.4249,0.4971,0.0029,0.7225,0.6445,2.2919,0.4422,0.5318,0.5318,0.5318,0.6532,0.5058,0.0,0.6792,0.4798,2.318,0.4682,6.6244,0.315,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4286,106,87,5,11,100,103,47,48,0,12,0,12,70,83,0,12,13.3,10.5,0.2,0.4,3.9,4.2,1.8,2.0,0.0,1.3,0.0,1.3,2.7,3.6,0.0,1.3
33,New Hampshire,NH,33009,Grafton County,33009961802,Census Tract 9618.02; Grafton County; New Hampshire,1.674986151992,3705,381,1856,212,1642,153,552,263,0,12,445,157,166,105,226,160,685,146,569,196,476,168,123,92,0,48,431,521,175,87,69,73,0,16,174,104,71,9,15.0,7.0,0.0,1.3,27.1,9.2,5.5,3.4,6.1,4.1,18.5,3.8,15.4,4.8,12.9,4.3,7.5,5.6,0.0,1.3,11.6,14.0,9.4,4.6,3.7,3.9,0.0,1.0,10.6,6.1,1.9,0.1,0.6618,0.0,0.6301,0.5434,0.5578,2.3931,0.4769,0.4595,0.2688,0.5318,0.8497,0.0,2.1098,0.3121,0.659,0.659,0.659,0.6647,0.5549,0.0,0.8988,0.7254,2.8438,0.6965,8.0057,0.5491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3027,249,115,33,60,136,120,133,118,0,12,0,12,129,108,0,12,15.2,6.8,0.9,1.6,3.7,3.3,3.6,3.1,0.0,0.9,0.0,0.9,3.5,2.8,0.0,0.9
33,New Hampshire,NH,33011,Hillsborough County,33011000103,Census Tract 1.03; Hillsborough County; New Hampshire,1.688929453518,4841,443,1964,216,1817,225,571,246,149,102,518,145,122,76,265,132,907,216,574,147,525,135,36,33,94,112,853,645,667,207,0,12,35,40,17,18,731,24,13.8,5.8,5.5,3.6,28.5,7.2,3.9,2.4,5.5,2.7,18.7,4.6,11.9,2.9,10.9,2.9,2.0,1.8,2.0,2.4,17.6,13.2,33.9,9.9,0.0,1.6,1.9,2.2,0.9,1.0,15.1,1.5,0.6156,0.8179,0.7023,0.3497,0.5,2.9855,0.6618,0.4769,0.0925,0.3208,0.2486,0.8844,2.0232,0.2746,0.8382,0.8382,0.8382,0.9306,0.0,0.7023,0.1676,0.9624,2.7629,0.6763,8.6098,0.6532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,3623,83,38,133,94,103,73,280,198,0,12,0,12,182,120,155,169,4.6,2.2,2.7,1.9,2.1,1.5,5.8,4.2,0.0,0.7,0.0,0.7,3.8,2.5,3.2,3.4
