ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
10,Delaware,DE,10003,New Castle County,10003014403,Census Tract 144.03; New Castle County; Delaware,0.748845601204,3748,535,1732,217,1414,213,836,300,164,84,524,157,127,83,125,98,536,144,823,202,347,127,106,63,32,61,1559,652,567,157,0,13,54,41,45,31,159,29,23.2,7.6,8.3,4.3,37.1,9.6,6.0,4.0,3.3,2.5,14.3,4.2,22.0,3.8,9.3,3.5,7.5,4.3,0.9,1.7,41.6,16.4,32.8,8.1,0.0,2.1,3.8,2.8,3.2,2.2,4.2,0.5,0.7294,0.8314,0.8431,0.4336,0.3176,3.1551,0.7098,0.2813,0.5781,0.1647,0.6902,0.4102,2.1245,0.3059,0.5859,0.5859,0.5859,0.9294,0.0,0.8824,0.4353,0.9219,3.169,0.8706,9.0345,0.6941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,3205,40,30,718,370,602,376,141,120,0,13,0,13,91,64,7,15,2.8,2.1,19.2,9.4,16.1,8.9,3.8,3.2,0.0,1.0,0.0,1.0,2.4,1.7,0.2,0.4
10,Delaware,DE,10003,New Castle County,10003014404,Census Tract 144.04; New Castle County; Delaware,1.7000959094599999,4259,564,1652,137,1496,145,1103,464,203,167,407,147,37,34,242,154,582,75,730,230,231,70,69,48,73,88,1923,666,210,120,0,13,63,56,73,52,1,2,25.9,10.3,9.0,7.2,27.2,9.5,1.3,1.3,5.7,3.6,13.7,2.5,17.1,4.5,5.5,1.7,4.6,3.2,1.8,2.2,45.2,14.4,12.7,7.2,0.0,2.2,4.2,3.7,4.9,3.5,0.0,0.0,0.7922,0.8667,0.6196,0.082,0.5882,2.9487,0.6,0.2461,0.3438,0.0196,0.4824,0.6367,1.7286,0.1451,0.6367,0.6367,0.6367,0.7255,0.0,0.8902,0.5843,0.0,2.2,0.4824,7.514,0.4863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2859,188,117,243,156,652,496,727,352,36,39,0,13,265,190,0,13,12.6,7.3,5.7,3.5,15.3,10.7,17.1,7.9,0.8,0.9,0.0,0.9,6.2,4.4,0.0,0.9
10,Delaware,DE,10003,New Castle County,10003014501,Census Tract 145.01; New Castle County; Delaware,0.387925173644,2001,420,1117,198,878,182,1415,388,50,52,571,163,41,39,85,55,95,55,150,75,100,52,32,14,49,65,631,559,725,211,0,13,181,131,363,145,0,13,70.7,12.5,5.1,5.4,65.0,12.8,7.6,7.2,4.2,2.9,4.7,2.8,7.5,3.8,5.0,2.8,3.6,1.4,2.5,3.3,31.5,27.1,64.9,15.0,0.0,3.3,20.6,14.3,41.3,12.5,0.0,0.6,1.0,0.5451,1.0,0.5156,0.4235,3.4842,0.7961,0.0195,0.0742,0.0118,0.3686,0.7227,1.1968,0.0235,0.4375,0.4375,0.4375,0.9961,0.0,1.0,0.9922,0.0,2.9883,0.8157,8.1068,0.5686,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,3,5,5560,124,71,185,87,249,170,66,50,0,13,0,13,123,106,8,13,14.1,8.2,9.2,4.3,12.4,7.9,3.3,2.7,0.0,1.9,0.0,1.9,6.1,5.1,0.4,0.7
10,Delaware,DE,10003,New Castle County,10003014502,Census Tract 145.02; New Castle County; Delaware,1.61884267407,6842,533,1167,225,895,210,1829,369,334,235,574,193,50,37,365,221,227,97,41,41,510,186,5,19,0,72,1263,813,328,114,0,18,0,25,84,47,4384,79,70.6,20.4,11.1,7.3,64.1,15.5,5.3,4.3,5.4,3.0,3.3,1.4,0.6,0.6,7.5,2.5,0.6,2.1,0.0,1.1,18.5,11.8,28.1,8.1,0.0,3.2,0.0,2.8,9.4,5.4,64.1,5.1,0.9961,0.9216,0.9961,0.3828,0.5529,3.8495,0.8941,0.0078,0.0039,0.0824,0.0706,0.0,0.1647,0.0,0.25,0.25,0.25,0.8863,0.0,0.0,0.8353,0.9961,2.7177,0.698,6.9819,0.4039,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,30332,66,44,259,98,379,160,504,230,0,18,0,18,117,66,4,9,7.4,5.1,3.8,1.4,5.5,2.3,7.4,3.5,0.0,0.5,0.0,0.5,1.7,1.0,0.1,0.1
10,Delaware,DE,10003,New Castle County,10003014702,Census Tract 147.02; New Castle County; Delaware,0.7385393805179999,1981,356,668,70,618,67,269,147,12,14,87,46,117,95,141,111,243,99,465,131,301,166,13,11,51,66,1012,446,0,18,0,13,29,34,36,39,5,2,13.6,7.0,1.2,1.3,14.1,7.3,10.1,7.9,7.2,5.2,12.3,4.5,23.5,6.2,15.3,7.3,2.1,1.8,2.7,3.4,51.1,20.6,0.0,2.7,0.0,5.5,4.7,5.5,5.8,6.2,0.3,0.1,0.4235,0.0784,0.1255,0.625,0.7137,1.9661,0.3412,0.1602,0.6914,0.6627,0.2235,0.7461,2.4839,0.5451,0.7266,0.7266,0.7266,0.0,0.0,0.902,0.6431,0.6563,2.2014,0.4902,7.378,0.4667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3361,60,58,382,196,424,287,68,74,0,13,0,13,138,85,0,13,9.7,8.5,19.3,10.1,21.4,13.1,3.4,3.8,0.0,1.9,0.0,1.9,7.0,3.7,0.0,1.9
10,Delaware,DE,10003,New Castle County,10003014703,Census Tract 147.03; New Castle County; Delaware,0.967424121036,5241,837,2286,292,2148,301,1117,482,117,123,693,261,496,193,686,229,934,181,867,270,978,221,91,141,153,126,2657,922,763,240,0,18,153,89,330,217,7,2,21.3,8.5,4.3,4.2,32.3,11.3,13.0,5.3,13.1,4.8,17.8,4.2,16.5,3.4,18.7,5.3,4.2,6.5,3.0,2.4,50.7,15.6,33.4,9.6,0.0,1.6,7.1,4.0,15.4,8.8,0.1,0.0,0.7059,0.4471,0.7529,0.7773,0.9373,3.6205,0.8392,0.5039,0.3047,0.8471,0.4392,0.7852,2.8801,0.7255,0.7227,0.7227,0.7227,0.9373,0.0,0.9686,0.8941,0.3906,3.1906,0.8784,10.4139,0.8745,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,3,3341,305,170,1095,541,1115,448,252,172,19,31,0,18,176,149,0,18,14.2,7.2,20.9,8.7,21.3,6.7,4.8,3.2,0.4,0.6,0.0,0.7,3.4,2.7,0.0,0.7
10,Delaware,DE,10003,New Castle County,10003014705,Census Tract 147.05; New Castle County; Delaware,2.220935538298,5216,485,2245,243,2138,252,1090,450,100,61,706,208,277,144,475,270,703,120,915,119,860,262,51,54,58,84,2274,765,131,86,0,18,58,51,34,35,76,11,21.2,8.5,3.3,2.1,33.0,8.9,7.1,3.7,9.2,4.8,13.5,2.6,17.5,2.4,16.7,5.0,2.4,2.5,1.2,1.7,43.6,14.1,5.8,3.8,0.0,1.7,2.7,2.4,1.6,1.6,1.5,0.2,0.698,0.3294,0.7686,0.4844,0.8196,3.1,0.6824,0.2266,0.3594,0.7451,0.2431,0.5039,2.0781,0.2784,0.6211,0.6211,0.6211,0.549,0.0,0.7686,0.2078,0.7969,2.3223,0.5373,8.1215,0.5765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5778,180,127,208,157,923,592,1038,448,0,18,0,18,105,120,0,18,8.4,5.7,4.0,3.1,17.7,10.8,19.9,8.7,0.0,0.7,0.0,0.7,2.0,2.3,0.0,0.7
10,Delaware,DE,10003,New Castle County,10003014706,Census Tract 147.06; New Castle County; Delaware,1.781430998474,3037,513,1126,177,1086,181,446,257,141,130,263,122,107,56,128,73,434,179,726,221,254,95,112,76,205,122,1855,644,120,81,0,13,24,26,14,16,5,2,14.8,8.2,7.5,6.5,24.2,10.5,5.7,3.0,4.2,2.4,14.3,5.1,23.9,5.5,8.4,2.9,10.3,6.8,7.2,4.1,61.1,18.5,10.7,7.0,0.0,3.3,2.2,2.4,1.3,1.5,0.2,0.1,0.4863,0.7725,0.5137,0.418,0.4235,2.614,0.5098,0.2813,0.7266,0.1098,0.7961,0.957,2.8708,0.7176,0.8359,0.8359,0.8359,0.6667,0.0,0.702,0.1843,0.5273,2.0803,0.4235,8.401,0.6157,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3011,69,59,1320,402,247,177,124,99,0,13,0,13,164,180,0,13,6.4,5.5,43.5,11.2,8.1,6.0,4.1,3.4,0.0,1.2,0.0,1.2,5.4,5.8,0.0,1.2
10,Delaware,DE,10003,New Castle County,10003014803,Census Tract 148.03; New Castle County; Delaware,2.147616699008,3793,439,1847,173,1692,173,424,182,36,34,283,116,171,78,72,54,953,171,473,174,655,186,18,25,64,68,1342,557,568,169,198,93,0,18,51,45,35,3,11.3,4.7,1.7,1.6,16.7,6.6,5.4,2.5,1.9,1.5,25.1,5.0,12.5,3.8,17.4,5.1,1.1,1.5,1.7,1.8,35.4,14.1,30.8,8.7,10.7,4.8,0.0,1.1,3.0,2.7,0.9,0.1,0.3529,0.1294,0.2235,0.3945,0.149,1.2493,0.1412,0.7344,0.1758,0.7765,0.1255,0.6172,2.4294,0.498,0.4805,0.4805,0.4805,0.9059,0.7882,0.0,0.4196,0.7617,2.8754,0.7765,7.0346,0.4118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4967,127,96,372,111,532,297,310,224,20,25,0,13,105,66,3,5,7.5,5.3,9.8,3.0,14.0,7.1,8.2,5.8,0.5,0.7,0.0,1.0,2.8,1.8,0.1,0.1
10,Delaware,DE,10003,New Castle County,10003014808,Census Tract 148.08; New Castle County; Delaware,4.8864076837859995,6446,715,2554,237,2319,262,591,352,322,174,725,273,463,207,374,216,955,211,1309,295,556,184,139,136,253,187,4128,822,372,226,221,161,56,64,143,150,12,2,9.2,5.4,8.6,4.2,31.3,11.2,10.1,4.4,5.8,3.1,14.8,3.5,20.3,3.7,8.6,2.9,6.0,5.8,4.2,3.0,64.0,10.6,14.6,8.7,8.7,6.0,2.4,2.7,6.2,6.2,0.2,0.0,0.2667,0.8588,0.7137,0.625,0.6,3.0642,0.6588,0.3164,0.457,0.1255,0.5922,0.8516,2.3427,0.4431,0.8633,0.8633,0.8633,0.7569,0.7686,0.7216,0.6706,0.5273,3.445,0.9451,9.7152,0.7882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4639,203,148,2522,581,925,427,506,322,1,3,0,18,174,168,0,18,8.8,6.4,39.1,7.7,14.3,6.3,7.8,4.8,0.0,0.1,0.0,0.6,2.7,2.5,0.0,0.6
10,Delaware,DE,10003,New Castle County,10003014809,Census Tract 148.09; New Castle County; Delaware,3.973847498644,8575,1517,3266,398,3114,421,1351,586,530,346,483,217,472,393,604,224,1175,288,1232,295,1171,437,103,81,72,113,3084,2052,340,162,0,18,46,50,85,113,15,2,15.9,6.3,10.1,5.0,15.5,6.6,6.9,5.6,7.1,2.9,13.7,3.9,14.4,3.3,13.7,5.0,3.3,2.6,0.9,1.4,36.0,23.1,10.4,4.8,0.0,1.1,1.5,1.6,2.7,3.6,0.2,0.0,0.5137,0.9137,0.1843,0.4727,0.7059,2.7903,0.5608,0.2461,0.2227,0.4941,0.3333,0.4102,1.7064,0.1373,0.4961,0.4961,0.4961,0.6588,0.0,0.6039,0.3882,0.5273,2.1782,0.4627,7.171,0.4353,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5230,152,125,1932,453,371,150,633,269,7,11,0,18,124,100,17,25,4.9,4.1,22.5,5.5,4.3,1.9,7.4,3.2,0.1,0.1,0.0,0.4,1.4,1.2,0.2,0.3
10,Delaware,DE,10003,New Castle County,10003014810,Census Tract 148.10; New Castle County; Delaware,6.561471056178,7029,774,2604,184,2560,190,448,239,343,206,490,188,206,129,125,160,1184,210,1179,366,893,251,71,90,108,132,2796,960,49,57,34,41,17,35,127,122,8,3,6.4,3.4,8.0,4.3,19.1,7.2,3.8,2.4,1.8,2.3,16.8,3.5,16.8,4.0,12.8,3.5,2.8,3.5,1.6,2.0,39.8,12.9,1.8,2.2,1.3,1.5,0.7,1.4,5.0,4.8,0.1,0.0,0.1294,0.8118,0.349,0.25,0.1294,1.6696,0.2588,0.4336,0.3281,0.3922,0.2824,0.582,2.0183,0.2471,0.5664,0.5664,0.5664,0.3882,0.5216,0.4157,0.5961,0.3906,2.3122,0.5294,6.5665,0.3255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4798,103,86,1911,707,405,360,256,282,0,18,0,18,224,133,0,18,4.0,3.4,27.2,8.6,5.8,5.0,3.6,3.8,0.0,0.5,0.0,0.5,3.2,1.8,0.0,0.5
10,Delaware,DE,10003,New Castle County,10003014811,Census Tract 148.11; New Castle County; Delaware,6.72117867356,6859,679,2441,391,2401,402,225,156,218,134,184,128,170,124,174,114,564,141,1735,275,573,187,97,73,97,101,3428,909,0,25,17,22,34,45,61,72,0,18,3.3,2.3,5.7,3.6,7.7,5.2,3.7,2.7,2.5,1.7,8.2,2.0,25.3,3.4,8.4,2.7,4.1,3.0,1.5,1.6,50.0,12.3,0.0,1.0,0.7,0.9,1.4,1.9,2.5,3.1,0.0,0.3,0.0235,0.6078,0.0157,0.2461,0.2235,1.1166,0.1137,0.0508,0.7969,0.1098,0.4196,0.5547,1.9318,0.2118,0.7109,0.7109,0.7109,0.0,0.4784,0.5843,0.349,0.0,1.4117,0.149,5.171,0.1608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2713,36,40,1104,399,484,285,1568,501,36,45,0,18,236,204,0,18,1.5,1.7,16.1,5.5,7.1,4.1,22.9,7.0,0.5,0.7,0.0,0.5,3.4,3.0,0.0,0.5
10,Delaware,DE,10003,New Castle County,10003014812,Census Tract 148.12; New Castle County; Delaware,3.447216725908,4765,941,1588,171,1582,171,207,119,79,86,114,67,37,44,69,54,644,85,1198,442,322,90,69,44,27,61,1865,1239,0,18,0,13,0,18,0,13,1,1,4.3,2.3,2.8,3.0,7.2,4.2,1.1,1.3,1.5,1.2,13.5,2.9,25.1,5.0,6.8,2.2,4.4,2.7,0.7,1.5,39.1,24.8,0.0,1.1,0.0,2.3,0.0,1.1,0.0,2.3,0.0,0.0,0.0588,0.2627,0.0118,0.0703,0.0863,0.4899,0.0118,0.2266,0.7695,0.0588,0.4588,0.3633,1.877,0.1843,0.5586,0.5586,0.5586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9255,0.0078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4527,8,14,1293,550,108,104,352,144,0,13,0,13,112,98,0,13,0.5,0.9,27.1,9.4,2.3,2.4,7.4,3.2,0.0,0.8,0.0,0.8,2.4,2.1,0.0,0.8
10,Delaware,DE,10003,New Castle County,10003014813,Census Tract 148.13; New Castle County; Delaware,2.912343833778,5887,1267,2490,551,2333,556,584,411,71,66,319,142,253,211,724,529,444,153,1541,450,334,149,81,81,135,158,3807,1378,956,401,0,18,61,60,163,116,9,10,10.0,6.7,2.1,1.9,13.7,5.1,7.1,5.6,12.3,7.3,7.5,3.1,26.2,4.7,5.7,2.7,3.5,3.4,2.5,2.9,64.7,18.8,38.4,13.7,0.0,1.5,2.6,2.5,7.0,5.5,0.2,0.2,0.302,0.1882,0.1137,0.4844,0.9294,2.0177,0.3529,0.043,0.8281,0.0235,0.3608,0.7227,1.9781,0.2275,0.8672,0.8672,0.8672,0.9608,0.0,0.7608,0.7294,0.5273,2.9783,0.8118,7.8413,0.5294,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2019,213,197,910,649,1291,565,689,236,0,18,39,50,878,842,0,18,9.1,8.3,15.5,9.6,21.9,10.8,11.7,4.5,0.0,0.6,0.7,0.9,14.9,12.5,0.0,0.6
10,Delaware,DE,10003,New Castle County,10003014814,Census Tract 148.14; New Castle County; Delaware,3.179255374174,4072,653,1512,306,1488,307,273,204,21,26,177,102,102,80,263,174,559,289,962,213,152,90,82,57,146,106,1620,875,0,18,0,13,0,18,0,13,6,2,6.7,4.9,1.0,1.2,11.9,6.4,3.6,2.9,6.5,4.2,13.7,5.8,23.6,4.5,3.8,2.3,5.5,3.7,3.7,2.6,39.8,20.5,0.0,1.2,0.0,2.4,0.0,1.2,0.0,2.5,0.1,0.0,0.1569,0.0627,0.0667,0.2305,0.6627,1.1795,0.1294,0.2461,0.7109,0.0,0.5451,0.8203,2.3224,0.4275,0.5664,0.5664,0.5664,0.0,0.0,0.0,0.0,0.3906,0.3906,0.0157,4.4589,0.0745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6282,33,47,1009,265,94,118,309,213,0,13,0,13,181,127,27,44,2.2,3.2,24.8,6.5,2.3,2.9,7.6,5.2,0.0,0.9,0.0,0.9,4.4,3.1,0.7,1.1
10,Delaware,DE,10003,New Castle County,10003014903,Census Tract 149.03; New Castle County; Delaware,1.31847076215,8288,1018,2962,429,2908,426,2396,877,426,169,939,293,896,299,1149,545,991,324,2230,411,801,371,203,163,605,317,6275,1156,508,305,488,197,150,97,185,167,3,2,28.9,10.0,9.4,4.2,32.3,8.9,17.8,5.8,14.1,6.7,12.0,3.9,26.9,3.7,9.8,4.2,6.9,5.5,7.9,4.0,75.7,10.4,17.2,10.0,16.5,6.9,5.2,3.2,6.4,6.0,0.0,0.0,0.8431,0.8902,0.7529,0.8945,0.9608,4.3415,0.9804,0.1445,0.8633,0.1804,0.6471,0.9648,2.8001,0.6863,0.918,0.918,0.918,0.7922,0.8471,0.9451,0.6941,0.0,3.2785,0.9216,11.3381,0.9529,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,4,2490,170,137,2846,911,2620,664,435,362,0,18,0,18,322,319,52,82,5.8,4.8,34.3,8.5,31.6,8.3,5.2,4.3,0.0,0.5,0.0,0.5,3.9,3.9,0.6,1.0
10,Delaware,DE,10003,New Castle County,10003014904,Census Tract 149.04; New Castle County; Delaware,1.670519724056,5691,955,2422,331,2358,367,764,332,97,111,725,336,479,204,135,131,1134,548,909,384,1332,472,90,66,63,98,2962,1194,812,309,0,18,20,40,167,123,7,8,13.6,5.4,3.1,3.5,30.7,13.4,11.4,5.1,2.4,2.4,19.9,7.8,16.0,5.6,23.4,7.5,3.8,2.7,1.2,1.8,52.0,19.1,33.5,11.9,0.0,1.5,0.8,1.7,7.1,5.3,0.1,0.1,0.4235,0.2941,0.702,0.6953,0.2,2.3149,0.4353,0.5781,0.2695,0.949,0.3922,0.5039,2.6927,0.6392,0.7539,0.7539,0.7539,0.9412,0.0,0.4431,0.7333,0.3906,2.5082,0.6196,8.2697,0.5882,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,2,2227,460,280,1401,462,904,379,292,208,0,18,0,18,329,202,36,58,19.5,10.0,24.6,7.2,15.9,5.9,5.1,3.8,0.0,0.7,0.0,0.7,5.8,3.5,0.6,1.0
10,Delaware,DE,10003,New Castle County,10003014906,Census Tract 149.06; New Castle County; Delaware,1.096164427508,5314,638,2101,253,1999,263,1582,615,96,80,1035,290,359,195,685,218,369,82,1711,372,683,222,375,248,127,112,4472,691,212,207,0,18,51,56,149,106,0,18,29.8,11.0,3.7,3.3,51.8,12.8,10.9,5.6,12.9,4.2,6.9,1.7,32.2,4.1,12.9,4.2,18.8,12.2,2.7,2.4,84.2,8.2,10.1,9.8,0.0,1.8,2.6,2.8,7.5,5.6,0.0,0.3,0.8549,0.3765,0.9843,0.668,0.9333,3.817,0.8863,0.0273,0.9688,0.4078,0.9569,0.7461,3.1069,0.8196,0.9648,0.9648,0.9648,0.6471,0.0,0.7608,0.7569,0.0,2.1648,0.4549,10.0535,0.8314,0,0,1,0,1,2,0,1,0,1,0,2,1,1,0,0,0,0,0,0,5,3150,108,62,3064,721,702,297,297,196,0,18,0,18,365,281,44,75,5.4,3.2,57.7,8.6,13.2,5.4,5.6,3.6,0.0,0.7,0.0,0.7,6.9,5.3,0.8,1.5
10,Delaware,DE,10003,New Castle County,10003014907,Census Tract 149.07; New Castle County; Delaware,0.838035163204,4903,630,2133,286,2104,287,829,467,235,200,717,294,254,116,684,438,659,152,1144,293,576,140,261,174,114,83,3390,735,94,54,0,13,53,46,52,42,5,4,17.0,9.3,7.9,6.3,34.1,13.2,7.4,3.4,14.0,7.8,13.4,2.9,23.3,4.4,11.7,3.3,12.4,8.1,2.4,1.7,69.1,12.1,4.4,2.5,0.0,1.7,2.5,2.2,2.5,2.1,0.1,0.1,0.5608,0.8078,0.8,0.5078,0.9569,3.6333,0.8471,0.2109,0.6836,0.302,0.8667,0.707,2.7702,0.6706,0.8828,0.8828,0.8828,0.498,0.0,0.7451,0.349,0.3906,1.9827,0.3843,9.269,0.7216,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1470,356,200,1355,448,1625,552,288,244,0,13,0,13,122,85,0,13,16.9,8.5,27.6,8.8,33.1,9.7,5.9,4.8,0.0,0.8,0.0,0.8,2.5,1.7,0.0,0.8
10,Delaware,DE,10003,New Castle County,10003014908,Census Tract 149.08; New Castle County; Delaware,0.244377083268,2637,478,1339,264,1295,260,701,260,96,91,585,159,193,88,68,59,460,147,713,203,446,182,321,226,37,60,2116,516,534,145,0,13,25,30,293,154,4,8,26.6,8.6,6.6,5.5,45.2,8.3,11.2,4.9,2.6,2.4,17.4,5.6,27.0,4.9,16.9,6.8,24.8,16.7,1.5,2.4,80.2,13.1,39.9,7.4,0.0,2.8,1.9,2.3,22.6,10.4,0.2,0.3,0.8039,0.6784,0.949,0.6875,0.2353,3.3541,0.7451,0.4805,0.8672,0.7529,0.9922,0.5547,3.6475,0.9686,0.9375,0.9375,0.9375,0.9725,0.0,0.6549,0.9294,0.5273,3.0841,0.851,11.0232,0.9294,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,2,5,625,235,145,1577,506,401,218,0,13,9,15,0,13,129,109,0,13,18.1,10.4,59.8,10.9,15.2,8.5,0.0,1.4,0.3,0.6,0.0,1.4,4.9,4.1,0.0,1.4
10,Delaware,DE,10003,New Castle County,10003014909,Census Tract 149.09; New Castle County; Delaware,0.9649511377259999,6481,919,2524,261,2425,257,1216,558,160,138,799,304,359,146,435,200,797,204,1881,574,731,279,342,168,243,212,4688,972,262,134,78,84,65,98,69,54,5,3,19.0,8.3,4.5,3.7,32.9,12.0,8.9,3.3,6.7,3.0,12.3,3.6,29.0,6.1,11.3,4.6,14.1,6.8,4.2,3.6,72.3,10.9,10.3,5.2,3.1,3.4,2.7,4.0,2.8,2.3,0.1,0.0,0.6078,0.4784,0.7647,0.5938,0.6824,3.1271,0.698,0.1602,0.9219,0.2667,0.8824,0.8516,3.0828,0.8118,0.8945,0.8945,0.8945,0.6549,0.6078,0.7686,0.3961,0.3906,2.818,0.7451,9.9224,0.8235,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2879,206,123,3468,807,977,427,55,73,0,18,0,18,158,177,30,50,8.5,5.1,53.5,7.0,15.1,5.7,0.8,1.1,0.0,0.6,0.0,0.6,2.4,2.8,0.5,0.8
10,Delaware,DE,10003,New Castle County,10003015000,Census Tract 150; New Castle County; Delaware,4.994848677608,5628,1192,1966,94,1841,142,1327,979,161,116,476,169,279,201,433,351,813,251,613,264,1151,779,120,86,56,89,2551,1692,389,157,56,77,0,25,108,76,1,3,23.7,16.7,5.5,4.0,25.9,9.0,6.1,5.2,7.8,5.1,14.4,5.2,10.9,4.7,20.7,10.5,6.5,4.6,1.0,1.6,45.3,28.5,19.7,7.9,2.8,4.0,0.0,1.4,5.9,4.2,0.0,0.1,0.7451,0.5882,0.5804,0.4375,0.749,3.1002,0.6863,0.3008,0.1328,0.902,0.6196,0.4414,2.3966,0.4784,0.6445,0.6445,0.6445,0.8157,0.5922,0.0,0.651,0.0,2.0589,0.4118,8.2002,0.5804,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,14640,206,126,1362,391,852,327,48,50,0,18,0,18,289,241,0,18,11.2,6.7,24.2,7.2,15.1,7.4,0.9,0.8,0.0,0.7,0.0,0.7,5.1,4.4,0.0,0.7
10,Delaware,DE,10003,New Castle County,10003015100,Census Tract 151; New Castle County; Delaware,0.996178295282,3483,413,1443,254,1416,258,665,322,81,59,288,114,14,19,307,224,602,229,750,238,577,179,92,76,29,60,1293,558,88,60,0,13,0,18,21,32,5,6,19.1,9.0,4.1,3.0,20.3,7.2,0.6,0.8,8.8,6.2,17.3,5.9,21.5,6.0,16.6,4.9,6.5,5.2,0.9,1.8,37.1,15.4,6.1,4.0,0.0,2.6,0.0,1.3,1.5,2.3,0.1,0.2,0.6118,0.4314,0.3765,0.043,0.8,2.2627,0.4275,0.4727,0.5391,0.7373,0.6196,0.4102,2.7789,0.6784,0.5078,0.5078,0.5078,0.5647,0.0,0.0,0.1961,0.3906,1.1514,0.0941,6.7008,0.3569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5337,205,219,727,335,307,178,33,48,7,10,0,13,77,62,142,217,14.5,13.5,20.9,9.1,8.8,5.2,0.9,1.4,0.2,0.3,0.0,1.1,2.2,1.8,4.1,6.1
